WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Cloze_name,Cloze_code,WordInput
1304,893.9794517803432,11,9,1.2553000450134277,5,True,1.0,bonk,low_cloze,0.0006333122229259025,bonk
1353,815.1870297117009,8,4,1.9955999851226807,6,True,1.0,wham,low_cloze,0.0006333122229259025,wham
1364,925.3040791729742,11,15,4.327899932861328,10,True,1.0,same,low_cloze,0.0006333122229259025,same
1533,705.3333669498841,5,1,1.1761000156402588,5,True,1.0,akin,low_cloze,0.0006333122229259025,akin
1323,892.7838355360431,9,6,1.4471999406814575,8,True,1.0,dolt,low_cloze,0.0006333122229259025,dolt
1325,741.7188973879781,5,0,1.9138000011444092,5,True,1.0,redo,low_cloze,0.0006333122229259025,redo
1433,856.3681209008276,7,3,3.9416000843048096,8,True,1.0,glad,low_cloze,0.0006333122229259025,glad
1492,916.1880046125091,8,10,4.0391998291015625,9,True,1.0,hate,low_cloze,0.0006333122229259025,hate
1358,900.2128046405775,11,10,4.145400047302246,7,True,1.0,lost,low_cloze,0.0006333122229259025,lost
1368,895.9878166974219,10,10,4.627200126647949,5,True,1.0,find,low_cloze,0.0006333122229259025,find
1439,747.8209419736833,5,7,1.5051000118255615,8,True,1.0,zeal,low_cloze,0.0006333122229259025,zeal
1444,851.1619517662175,7,3,1.770900011062622,8,True,1.0,glee,low_cloze,0.0006333122229259025,glee
1373,722.0229246244697,6,2,2.460900068283081,5,True,1.0,cozy,low_cloze,0.0006333122229259025,cozy
1391,787.8298893685404,7,4,1.8691999912261963,5,True,1.0,snug,low_cloze,0.0006333122229259025,snug
1464,885.5379327923159,9,11,5.497300148010254,6,True,1.0,have,low_cloze,0.0006333122229259025,have
1501,879.9544606553369,9,9,4.947299957275391,5,True,1.0,been,low_cloze,0.0006333122229259025,been
1385,889.9034033315866,8,6,4.671899795532227,8,True,1.0,help,low_cloze,0.0006333122229259025,help
1438,930.1656081784074,13,20,4.393599987030029,7,True,1.0,care,low_cloze,0.0006333122229259025,care
1401,923.5178461650488,10,12,4.39300012588501,11,True,1.0,mind,low_cloze,0.0006333122229259025,mind
1511,886.5119660990152,8,4,3.5940001010894775,7,True,1.0,soul,low_cloze,0.0006333122229259025,soul
1420,877.5555748748633,8,6,2.8685998916625977,5,True,1.0,foul,low_cloze,0.0006333122229259025,foul
1515,765.6148008586167,6,8,2.2899999618530273,6,True,1.0,yuck,low_cloze,0.0006333122229259025,yuck
1498,637.5944987607857,4,0,2.5315001010894775,9,True,1.0,urge,low_cloze,0.0006333122229259025,urge
1539,853.4381462568712,8,5,2.079200029373169,6,True,1.0,whim,low_cloze,0.0006333122229259025,whim
1458,867.4149448490929,7,5,1.8976000547409058,8,True,1.0,ploy,low_cloze,0.0006333122229259025,ploy
1554,880.7204840322389,11,8,1.934499979019165,4,True,1.0,ruse,low_cloze,0.0006333122229259025,ruse
1531,659.0292652258086,4,3,1.4149999618530273,5,True,1.0,avid,low_cloze,0.0006333122229259025,avid
1548,814.5284608635966,7,5,2.359800100326538,5,True,1.0,keen,low_cloze,0.0006333122229259025,keen
1,833.0607856951112,10,9,1.6990000009536743,9,True,1.0,pant,med_low_cloze,0.25,pant
261,712.7149497683516,6,5,2.9565999507904053,13,True,1.0,jean,med_low_cloze,0.25,jean
155,759.5166456181136,8,5,2.3578999042510986,7,True,1.0,crow,med_low_cloze,0.25,crow
335,813.0681423205907,9,12,2.4547998905181885,10,True,1.0,dove,med_low_cloze,0.25,dove
12,709.8669528247124,6,2,2.7809998989105225,14,True,1.0,frog,med_low_cloze,0.25,frog
442,646.7678047715972,6,4,1.8387999534606934,10,True,1.0,newt,med_low_cloze,0.25,newt
135,532.353906214593,5,1,3.0183000564575195,10,True,1.0,earl,med_low_cloze,0.25,earl
972,772.4071767973317,9,7,3.1064999103546143,13,True,1.0,duke,med_low_cloze,0.25,duke
214,487.4806112451397,4,0,2.835700035095215,8,True,1.0,exam,med_low_cloze,0.25,exam
992,817.2908155747357,9,12,3.6324000358581543,11,True,1.0,test,med_low_cloze,0.25,test
157,762.5364167282098,8,8,1.5563000440597534,12,True,1.0,fowl,med_low_cloze,0.25,fowl
514,772.6761757468868,7,1,3.365299940109253,11,True,1.0,bird,med_low_cloze,0.25,bird
542,745.6569650529693,8,8,2.542799949645996,15,True,1.0,swan,med_low_cloze,0.25,swan
603,847.291460860203,10,14,3.1017000675201416,15,True,1.0,duck,med_low_cloze,0.25,duck
2,671.867221148116,7,5,2.637500047683716,10,True,1.0,robe,med_low_cloze,0.25,robe
781,789.2020210649814,9,11,2.4547998905181885,11,True,1.0,vest,med_low_cloze,0.25,vest
146,477.99385853517987,4,1,1.6434999704360962,11,True,1.0,zinc,med_low_cloze,0.25,zinc
938,841.4577448562297,10,12,3.6280999183654785,16,True,1.0,lead,med_low_cloze,0.25,lead
369,687.8199117953618,6,4,2.004300117492676,10,True,1.0,barf,med_low_cloze,0.25,barf
755,777.2000816075042,8,5,2.5051000118255615,10,True,1.0,puke,med_low_cloze,0.25,puke
246,548.4240376349583,5,1,2.8608999252319336,9,True,1.0,debt,med_low_cloze,0.25,debt
1080,795.7535211703341,9,6,3.00600004196167,9,True,1.0,loan,med_low_cloze,0.25,loan
441,802.8163354694132,10,11,2.5262999534606934,10,True,1.0,mice,med_low_cloze,0.25,mice
905,771.65964964709,8,5,2.176100015640259,13,True,1.0,puss,med_low_cloze,0.25,puss
422,734.8985285387281,6,1,2.8942999839782715,16,True,1.0,lion,med_low_cloze,0.25,lion
616,646.6997487671279,6,1,0.9031000137329102,9,True,1.0,puma,med_low_cloze,0.25,puma
721,648.7842142474043,8,4,1.5563000440597534,11,True,1.0,axes,med_low_cloze,0.25,axes
963,688.1924592389553,7,3,1.2303999662399292,9,True,1.0,maul,med_low_cloze,0.25,maul
439,733.4961687405814,7,7,1.9138000011444092,8,True,1.0,stag,med_low_cloze,0.25,stag
723,821.576248875302,9,11,3.2360000610351562,11,True,1.0,buck,med_low_cloze,0.25,buck
566,826.7468573297825,10,12,3.4321999549865723,11,True,1.0,rose,med_low_cloze,0.25,rose
711,730.3303768788157,7,1,3.13700008392334,10,True,1.0,lily,med_low_cloze,0.25,lily
573,805.093457476329,8,6,2.767199993133545,16,True,1.0,dish,med_low_cloze,0.25,dish
599,744.1876393963038,8,6,3.039400100708008,9,True,1.0,bowl,med_low_cloze,0.25,bowl
1117,785.4143341544126,8,3,4.0991997718811035,9,True,1.0,hurt,med_low_cloze,0.25,hurt
1152,797.2764731454702,8,7,3.6986000537872314,13,True,1.0,pain,med_low_cloze,0.25,pain
576,785.7403257119079,8,5,2.617000102996826,11,True,1.0,pony,med_low_cloze,0.25,pony
680,856.4411629919729,11,18,2.1731998920440674,13,True,1.0,mare,med_low_cloze,0.25,mare
8,790.4592602013962,9,6,2.1238999366760254,7,True,1.0,gram,med_low_cloze,0.25,gram
1239,686.7469930066969,6,4,1.9084999561309814,10,True,1.0,kilo,med_low_cloze,0.25,kilo
620,773.673183066511,8,6,3.200900077819824,10,True,1.0,bath,med_low_cloze,0.25,bath
684,811.6478059233839,11,12,2.936500072479248,8,True,1.0,sink,med_low_cloze,0.25,sink
946,826.0178335840944,9,11,1.7559000253677368,13,True,1.0,gull,med_low_cloze,0.25,gull
1261,846.534819153044,11,15,1.5681999921798706,9,True,1.0,coot,med_low_cloze,0.25,coot
623,816.1133805405703,9,10,2.789599895477295,14,True,1.0,dime,med_low_cloze,0.25,dime
909,788.9884758123984,8,10,2.684799909591675,12,True,1.0,cent,med_low_cloze,0.25,cent
118,59.21644386242637,1,0,2.433000087738037,7,True,1.0,nova,med_low_cloze,0.25,nova
709,780.1644781265202,9,9,3.618000030517578,13,True,1.0,star,med_low_cloze,0.25,star
1437,842.7370015371049,11,16,1.544100046157837,9,True,1.0,lore,med_low_cloze,0.25,lore
1466,575.811025782861,5,3,2.547800064086914,6,True,1.0,myth,med_low_cloze,0.25,myth
270,791.9007824692862,9,7,2.285599946975708,10,True,1.0,pact,med_low_cloze,0.25,pact
1255,831.6628862237476,10,14,4.124899864196777,11,True,1.0,deal,med_low_cloze,0.25,deal
41,798.6082946646175,9,7,2.6989998817443848,12,True,1.0,silk,med_low_cloze,0.25,silk
610,763.9801360802966,8,6,2.2095000743865967,9,True,1.0,wool,med_low_cloze,0.25,wool
1251,734.9636702295986,8,10,2.761899948120117,8,True,1.0,rage,med_low_cloze,0.25,rage
1311,734.6933858305681,7,2,2.29229998588562,8,True,1.0,fury,med_low_cloze,0.25,fury
510,762.5792252900861,7,3,3.629300117492676,14,True,1.0,fish,med_low_cloze,0.25,fish
585,668.2022880972148,6,2,2.6117000579833984,12,True,1.0,tuna,med_low_cloze,0.25,tuna
910,655.4238326267471,6,4,1.857300043106079,8,True,1.0,wept,med_low_cloze,0.25,wept
1150,712.6434962125306,7,3,1.462399959564209,7,True,1.0,bawl,med_low_cloze,0.25,bawl
937,92.7322386822293,1,8,3.8190999031066895,7,True,1.0,king,med_low_cloze,0.25,king
1003,419.51262658655935,4,1,1.3009999990463257,9,True,1.0,tsar,med_low_cloze,0.25,tsar
22,688.2598878287159,7,5,2.4065001010894775,12,True,1.0,herb,med_low_cloze,0.25,herb
241,780.9785427669142,9,12,1.954200029373169,11,True,1.0,sage,med_low_cloze,0.25,sage
26,621.9318227045976,5,5,2.3784000873565674,10,True,1.0,limb,med_low_cloze,0.25,limb
692,793.712716856751,9,7,4.154200077056885,11,True,1.0,hand,med_low_cloze,0.25,hand
30,620.7093781474767,6,2,1.9911999702453613,11,True,1.0,knit,med_low_cloze,0.25,knit
1034,709.0998932169774,6,2,1.8260999917984009,10,True,1.0,sewn,med_low_cloze,0.25,sewn
57,560.3277484492583,5,7,2.7723000049591064,11,True,1.0,plot,med_low_cloze,0.25,plot
1222,832.4097903826665,10,13,2.7874999046325684,11,True,1.0,tale,med_low_cloze,0.25,tale
61,770.8959943534899,9,7,1.9589999914169312,6,True,1.0,dung,med_low_cloze,0.25,dung
138,789.9722772709216,9,7,3.4986000061035156,7,True,1.0,crap,med_low_cloze,0.25,crap
62,437.50538756090674,4,0,0.3009999990463257,8,True,1.0,lynx,med_low_cloze,0.25,lynx
595,850.7631921429938,12,16,2.29229998588562,8,True,1.0,hare,med_low_cloze,0.25,hare
275,208.06505958077952,2,0,0.9031000137329102,13,True,1.0,ovum,med_low_cloze,0.25,ovum
821,782.586451060188,8,10,3.4428999423980713,11,True,1.0,cell,med_low_cloze,0.25,cell
92,779.0094834752929,10,11,2.609600067138672,10,True,1.0,tuck,med_low_cloze,0.25,tuck
1287,790.8904020763191,9,9,2.851300001144409,8,True,1.0,darn,med_low_cloze,0.25,darn
240,757.9321134271802,8,4,2.478600025177002,11,True,1.0,glue,med_low_cloze,0.25,glue
815,419.61174155130146,5,1,1.0,14,True,1.0,inks,med_low_cloze,0.25,inks
141,781.5812969981156,9,10,2.5694000720977783,10,True,1.0,tick,med_low_cloze,0.25,tick
587,666.1386141569653,7,5,2.2304000854492188,8,True,1.0,flea,med_low_cloze,0.25,flea
213,279.09209846070024,3,0,1.2553000450134277,11,True,1.0,onyx,med_low_cloze,0.25,onyx
836,705.4467791885688,6,3,2.4149999618530273,9,True,1.0,jade,med_low_cloze,0.25,jade
142,724.9910085909777,6,1,2.56469988822937,12,True,1.0,glen,med_low_cloze,0.25,glen
549,836.6246131826216,10,12,3.282399892807007,13,True,1.0,hill,med_low_cloze,0.25,hill
170,775.8501982180279,9,9,2.2095000743865967,9,True,1.0,funk,med_low_cloze,0.25,funk
196,463.8593762236196,4,0,2.784600019454956,9,True,1.0,jazz,med_low_cloze,0.25,jazz
178,814.7549086451666,9,10,2.8578999042510986,10,True,1.0,bush,med_low_cloze,0.25,bush
511,779.094317852202,8,4,3.5206000804901123,15,True,1.0,tree,med_low_cloze,0.25,tree
294,801.6304384594239,9,6,2.599900007247925,11,True,1.0,soil,med_low_cloze,0.25,soil
602,763.3182523843354,8,3,3.1175999641418457,5,True,1.0,dirt,med_low_cloze,0.25,dirt
186,728.7650039048862,7,3,2.734800100326538,12,True,1.0,lamb,med_low_cloze,0.25,lamb
608,832.0276653281653,10,11,2.648400068283081,10,True,1.0,deer,med_low_cloze,0.25,deer
384,566.3206755432258,5,1,2.8006999492645264,7,True,1.0,inch,med_low_cloze,0.25,inch
1291,758.0627935403861,10,8,2.0085999965667725,4,True,1.0,span,med_low_cloze,0.25,span
191,784.8961231560645,9,7,2.164400100708008,8,True,1.0,moss,med_low_cloze,0.25,moss
524,749.3474105817107,6,0,2.2147998809814453,9,True,1.0,fern,med_low_cloze,0.25,fern
266,681.2372121922955,8,7,1.8920999765396118,9,True,1.0,haze,med_low_cloze,0.25,haze
488,304.4113585223619,3,1,1.7482000589370728,9,True,1.0,smog,med_low_cloze,0.25,smog
230,811.7195910645798,9,8,1.924299955368042,10,True,1.0,lark,med_low_cloze,0.25,lark
470,692.07250790905,6,1,1.3009999990463257,6,True,1.0,wren,med_low_cloze,0.25,wren
405,619.2840865847072,6,2,1.6720999479293823,11,True,1.0,acne,med_low_cloze,0.25,acne
1242,517.8616294134089,5,2,2.330399990081787,11,True,1.0,itch,med_low_cloze,0.25,itch
233,799.5520729561731,9,7,2.3385000228881836,7,True,1.0,lure,med_low_cloze,0.25,lure
271,527.1132451037809,5,3,2.6963999271392822,6,True,1.0,bait,med_low_cloze,0.25,bait
314,763.3230655277246,7,3,2.749000072479248,11,True,1.0,shed,med_low_cloze,0.25,shed
654,780.4785986710583,9,8,4.350599765777588,15,True,1.0,room,med_low_cloze,0.25,room
251,702.5982358035487,6,6,1.462399959564209,11,True,1.0,kale,med_low_cloze,0.25,kale
559,790.2118109857372,8,8,1.2041000127792358,9,True,1.0,leek,med_low_cloze,0.25,leek
548,822.1663058299439,10,9,3.688999891281128,14,True,1.0,boat,med_low_cloze,0.25,boat
597,545.70562295395,5,8,3.7028000354766846,10,True,1.0,ship,med_low_cloze,0.25,ship
285,819.0254341341063,10,10,2.841399908065796,8,True,1.0,barn,med_low_cloze,0.25,barn
880,719.8128761007926,7,5,1.6901999711990356,9,True,1.0,silo,med_low_cloze,0.25,silo
25,623.2123287080776,6,10,1.544100046157837,8,True,1.0,mope,med_low_cloze,0.25,mope
1474,291.68208104277744,3,5,1.7243000268936157,8,True,1.0,glum,med_low_cloze,0.25,glum
319,767.7507403070772,9,5,1.8691999912261963,8,True,1.0,wasp,med_low_cloze,0.25,wasp
696,719.7309779874137,7,5,2.436199903488159,13,True,1.0,bees,med_low_cloze,0.25,bees
505,433.8334362421856,4,0,1.6128000020980835,11,True,1.0,kiwi,med_low_cloze,0.25,kiwi
626,755.3503547032627,7,5,2.243000030517578,12,True,1.0,plum,med_low_cloze,0.25,plum
454,548.7530341046396,5,3,1.3617000579833984,10,True,1.0,oxen,med_low_cloze,0.25,oxen
621,818.5858492361422,9,12,3.14739990234375,8,True,1.0,bull,med_low_cloze,0.25,bull
545,465.4956789486886,4,0,2.2227001190185547,14,True,1.0,mayo,med_low_cloze,0.25,mayo
736,806.2112297460285,9,9,1.2553000450134277,10,True,1.0,slaw,med_low_cloze,0.25,slaw
544,722.8737809868014,7,9,2.413300037384033,10,True,1.0,cafe,med_low_cloze,0.25,cafe
763,516.727493619657,5,1,2.037400007247925,7,True,1.0,deli,med_low_cloze,0.25,deli
114,575.404399030163,5,1,3.904400110244751,8,True,1.0,whoa,med_low_cloze,0.25,whoa
1483,464.2377251780687,4,1,2.7458999156951904,6,True,1.0,oops,med_low_cloze,0.25,oops
578,753.4560386948135,7,3,2.510499954223633,9,True,1.0,pond,med_low_cloze,0.25,pond
592,816.579937897994,9,13,3.2641000747680664,9,True,1.0,lake,med_low_cloze,0.25,lake
174,570.6994276897797,5,2,2.5211000442504883,13,True,1.0,riot,med_low_cloze,0.25,riot
877,679.8408377018474,6,3,2.2528998851776123,11,True,1.0,thug,med_low_cloze,0.25,thug
590,821.013195980102,9,11,3.585599899291992,12,True,1.0,beer,med_low_cloze,0.25,beer
1338,828.660750143025,9,15,3.514899969100952,11,True,1.0,sake,med_low_cloze,0.25,sake
695,146.7770767150824,2,12,2.7809998989105225,15,True,1.0,pill,med_low_cloze,0.25,pill
798,674.4383188525762,6,2,3.36299991607666,12,True,1.0,drug,med_low_cloze,0.25,drug
596,797.147754277379,9,10,4.168700218200684,9,True,1.0,face,med_low_cloze,0.25,face
676,810.7333687609581,10,11,4.277599811553955,9,True,1.0,head,med_low_cloze,0.25,head
144,788.8602494352295,8,6,1.8194999694824219,6,True,1.0,posh,med_low_cloze,0.25,posh
1347,686.7733294231964,8,5,2.0492000579833984,7,True,1.0,snob,med_low_cloze,0.25,snob
744,821.655779914872,9,11,2.613800048828125,12,True,1.0,rash,med_low_cloze,0.25,rash
830,815.1629453161526,10,10,1.0,9,True,1.0,welt,med_low_cloze,0.25,welt
958,590.3029678828706,6,9,3.536799907684326,8,True,1.0,nine,med_low_cloze,0.25,nine
1188,757.3725872802061,8,6,4.115499973297119,9,True,1.0,four,med_low_cloze,0.25,four
751,118.73189111244457,2,8,2.4377999305725098,6,True,1.0,peel,med_low_cloze,0.25,peel
805,133.39722904954283,2,9,1.1761000156402588,6,True,1.0,rind,med_low_cloze,0.25,rind
1367,506.15191414345816,5,10,2.4969000816345215,6,True,1.0,scam,med_low_cloze,0.25,scam
1456,733.0468915818074,7,4,1.531499981880188,6,True,1.0,dupe,med_low_cloze,0.25,dupe
838,720.8400720502129,7,6,2.1875,10,True,1.0,boob,med_low_cloze,0.25,boob
843,817.8729425990741,11,13,1.2303999662399292,7,True,1.0,teat,med_low_cloze,0.25,teat
71,612.9959939579984,6,4,1.6812000274658203,10,True,1.0,spud,med_low_cloze,0.25,spud
698,736.0908956809078,7,7,3.0220000743865967,9,True,1.0,chip,med_low_cloze,0.25,chip
23,327.86018983747897,3,18,1.079200029373169,8,True,1.0,sear,med_low_cloze,0.25,sear
903,801.6362049606408,10,13,2.510499954223633,9,True,1.0,bake,med_low_cloze,0.25,bake
152,90.73619766868373,1,8,2.0569000244140625,4,True,1.0,goof,med_low_cloze,0.25,goof
1108,145.3492414343949,2,2,1.544100046157837,8,True,1.0,typo,med_low_cloze,0.25,typo
40,799.8198661173352,9,12,1.5563000440597534,11,True,1.0,gash,med_low_cloze,0.25,gash
931,780.3379278256449,8,6,3.4498000144958496,7,True,1.0,burn,med_low_cloze,0.25,burn
49,841.597571189631,11,13,2.2279000282287598,11,True,1.0,lime,med_low_cloze,0.25,lime
557,820.4702256444128,9,13,1.8387999534606934,10,True,1.0,pear,med_low_cloze,0.25,pear
46,687.7959858581612,6,1,3.4149999618530273,6,True,1.0,duty,med_low_cloze,0.25,duty
1461,812.4302837434473,10,12,2.9684998989105225,8,True,1.0,role,med_low_cloze,0.25,role
305,684.0934488853615,6,2,3.380199909210205,7,True,1.0,plus,med_low_cloze,0.25,plus
375,770.5899670203383,8,6,2.4518001079559326,8,True,1.0,grid,med_low_cloze,0.25,grid
47,821.9482783325827,10,13,1.579800009727478,5,True,1.0,hone,med_low_cloze,0.25,hone
364,115.13022162331916,2,4,0.7781999707221985,10,True,1.0,rasp,med_low_cloze,0.25,rasp
195,624.1628540336798,6,2,1.8451000452041626,8,True,1.0,alto,med_low_cloze,0.25,alto
1105,448.87725299571247,4,1,1.8976000547409058,8,True,1.0,diva,med_low_cloze,0.25,diva
159,848.4505463493415,12,16,2.7551000118255615,10,True,1.0,boot,med_low_cloze,0.25,boot
609,755.3668642395584,9,7,2.577500104904175,6,True,1.0,heel,med_low_cloze,0.25,heel
162,374.0089930415177,3,0,3.1201999187469482,12,True,1.0,taxi,med_low_cloze,0.25,taxi
475,669.6155787219344,6,1,2.5933001041412354,12,True,1.0,auto,med_low_cloze,0.25,auto
161,782.480981385124,8,4,1.6901999711990356,9,True,1.0,font,med_low_cloze,0.25,font
163,604.967403779164,7,4,3.490499973297119,5,True,1.0,type,med_low_cloze,0.25,type
203,577.3746823672984,5,2,2.3032000064849854,13,True,1.0,bulb,med_low_cloze,0.25,bulb
534,789.3458561382682,9,8,2.81820011138916,11,True,1.0,lamp,med_low_cloze,0.25,lamp
185,105.42279076445018,2,0,1.2788000106811523,12,True,1.0,oboe,med_low_cloze,0.25,oboe
277,788.1688526314647,8,7,2.1303000450134277,11,True,1.0,harp,med_low_cloze,0.25,harp
342,518.9091015946979,5,0,1.9031000137329102,8,True,1.0,luau,med_low_cloze,0.25,luau
1093,817.7553173427075,10,13,1.8451000452041626,10,True,1.0,fest,med_low_cloze,0.25,fest
202,761.4227927987806,8,4,1.986799955368042,9,True,1.0,moan,med_low_cloze,0.25,moan
273,549.774635915446,6,3,0.9031000137329102,6,True,1.0,yelp,med_low_cloze,0.25,yelp
346,136.06914729409033,2,6,2.672100067138672,9,True,1.0,hint,med_low_cloze,0.25,hint
480,105.935871138799,2,3,2.9537999629974365,7,True,1.0,clue,med_low_cloze,0.25,clue
210,766.8281303099717,8,7,2.037400007247925,11,True,1.0,snot,med_low_cloze,0.25,snot
581,717.0968569245365,7,10,3.5511999130249023,11,True,1.0,nose,med_low_cloze,0.25,nose
221,610.3029420838421,5,2,1.7243000268936157,9,True,1.0,opal,med_low_cloze,0.25,opal
671,584.2018301292259,5,0,2.783900022506714,11,True,1.0,ruby,med_low_cloze,0.25,ruby
234,93.8541390533729,1,3,3.0980000495910645,6,True,1.0,path,med_low_cloze,0.25,path
677,769.0454142402335,8,5,3.7565999031066895,11,True,1.0,road,med_low_cloze,0.25,road
244,792.285231271752,9,5,2.9014999866485596,12,True,1.0,tune,med_low_cloze,0.25,tune
961,501.8064690080475,4,0,1.924299955368042,10,True,1.0,hymn,med_low_cloze,0.25,hymn
282,710.0378083124006,7,9,2.730799913406372,10,True,1.0,pork,med_low_cloze,0.25,pork
683,733.8395919807352,7,6,3.0025999546051025,13,True,1.0,beef,med_low_cloze,0.25,beef
440,778.8888870966499,7,4,2.613800048828125,11,True,1.0,tray,med_low_cloze,0.25,tray
990,835.7266140640977,11,13,4.1585001945495605,10,True,1.0,case,med_low_cloze,0.25,case
297,759.8839903901699,9,10,2.3559999465942383,6,True,1.0,vile,med_low_cloze,0.25,vile
1543,705.0619243795281,7,8,5.124199867248535,12,True,1.0,good,med_low_cloze,0.25,good
507,783.658707264582,8,8,1.8260999917984009,9,True,1.0,tush,med_low_cloze,0.25,tush
860,826.6447271032223,10,12,5.0106000900268555,8,True,1.0,back,med_low_cloze,0.25,back
299,319.7545107682119,3,0,1.9031000137329102,7,True,1.0,quad,med_low_cloze,0.25,quad
651,700.0352187629194,7,7,2.7202000617980957,9,True,1.0,jeep,med_low_cloze,0.25,jeep
367,716.5955662784486,7,3,1.6232000589370728,8,True,1.0,clog,med_low_cloze,0.25,clog
561,820.5342004214383,10,11,2.661799907684326,8,True,1.0,sock,med_low_cloze,0.25,sock
301,812.7073146371979,9,10,1.7323999404907227,10,True,1.0,mead,med_low_cloze,0.25,mead
657,659.6788635104621,7,16,3.4883999824523926,7,True,1.0,wine,med_low_cloze,0.25,wine
499,691.6343825057489,7,5,1.8691999912261963,8,True,1.0,spur,med_low_cloze,0.25,spur
936,699.5990222606758,6,2,1.968500018119812,10,True,1.0,trot,med_low_cloze,0.25,trot
362,562.9965152281366,5,1,1.0,5,True,1.0,cyan,med_low_cloze,0.25,cyan
1068,751.1564794083702,7,3,3.717900037765503,7,True,1.0,blue,med_low_cloze,0.25,blue
365,757.3390923025544,9,5,2.307499885559082,8,True,1.0,mutt,med_low_cloze,0.25,mutt
513,630.6507149586419,6,2,3.4321999549865723,10,True,1.0,dogs,med_low_cloze,0.25,dogs
368,786.361875866208,10,11,2.819499969482422,9,True,1.0,sack,med_low_cloze,0.25,sack
841,783.2273889279684,8,6,1.7482000589370728,12,True,1.0,tote,med_low_cloze,0.25,tote
717,834.9993968954284,10,13,3.7811999320983887,13,True,1.0,bill,med_low_cloze,0.25,bill
1156,388.50194469992186,4,13,3.246299982070923,10,True,1.0,rent,med_low_cloze,0.25,rent
376,203.8786643856541,2,5,2.989000082015991,7,True,1.0,bout,med_low_cloze,0.25,bout
1124,635.6534062151609,6,13,3.4993999004364014,12,True,1.0,race,med_low_cloze,0.25,race
814,507.66826643770383,4,0,1.2303999662399292,8,True,1.0,gyro,med_low_cloze,0.25,gyro
827,724.78607311662,8,6,2.517199993133545,7,True,1.0,stew,med_low_cloze,0.25,stew
388,796.9767300201828,9,7,1.6021000146865845,6,True,1.0,carp,med_low_cloze,0.25,carp
495,803.2070156009638,9,10,2.3710999488830566,9,True,1.0,pike,med_low_cloze,0.25,pike
528,790.4871771581753,9,5,3.544100046157837,11,True,1.0,suit,med_low_cloze,0.25,suit
750,715.0604356136458,7,3,2.5250000953674316,7,True,1.0,gown,med_low_cloze,0.25,gown
419,728.6303616279569,7,3,2.7258999347686768,13,True,1.0,plug,med_low_cloze,0.25,plug
774,781.6283587397887,8,4,2.396199941635132,11,True,1.0,fuse,med_low_cloze,0.25,fuse
529,617.6701927065269,6,2,3.4844000339508057,9,True,1.0,arms,med_low_cloze,0.25,arms
655,654.4691042449174,6,3,3.998800039291382,10,True,1.0,body,med_low_cloze,0.25,body
458,699.0774191859219,7,3,2.359800100326538,8,True,1.0,loaf,med_low_cloze,0.25,loaf
883,657.5966590303502,6,1,1.7633999586105347,12,True,1.0,pita,med_low_cloze,0.25,pita
619,753.9365306112473,8,6,3.2040998935699463,11,True,1.0,snow,med_low_cloze,0.25,snow
866,813.97796620468,9,13,2.7881999015808105,9,True,1.0,hail,med_low_cloze,0.25,hail
493,841.6908817297557,11,17,1.3978999853134155,10,True,1.0,pore,med_low_cloze,0.25,pore
658,687.3908190357104,8,7,3.351599931716919,14,True,1.0,skin,med_low_cloze,0.25,skin
872,129.71102434082187,2,0,3.7235000133514404,10,True,1.0,mama,med_low_cloze,0.25,mama
916,581.2994384007111,5,5,3.4495999813079834,11,True,1.0,aunt,med_low_cloze,0.25,aunt
532,738.3855502973325,7,3,3.1905999183654785,12,True,1.0,shoe,med_low_cloze,0.25,shoe
1015,746.2710651050804,8,5,3.2790000438690186,4,True,1.0,pair,med_low_cloze,0.25,pair
613,465.0515521145593,4,0,2.139899969100952,10,True,1.0,tofu,med_low_cloze,0.25,tofu
1469,535.2234222010836,5,1,1.5184999704360962,9,True,1.0,idly,med_low_cloze,0.25,idly
591,816.8963925431789,12,19,3.4667000770568848,8,True,1.0,bear,med_low_cloze,0.25,bear
661,703.404027846645,6,2,3.014899969100952,8,True,1.0,wolf,med_low_cloze,0.25,wolf
1137,265.0906973828764,3,0,3.3922998905181885,3,True,1.0,huge,med_low_cloze,0.25,huge
1475,258.3153644966764,3,8,2.4941999912261963,8,True,1.0,vast,med_low_cloze,0.25,vast
605,814.6228113289242,10,12,2.8864998817443848,7,True,1.0,rice,med_low_cloze,0.25,rice
804,686.746923916947,6,3,1.8324999809265137,9,True,1.0,bran,med_low_cloze,0.25,bran
634,813.5378773434893,10,10,2.456399917602539,6,True,1.0,poop,med_low_cloze,0.25,poop
976,112.48961744688548,2,3,2.1522998809814453,8,True,1.0,turd,med_low_cloze,0.25,turd
624,795.1677584676413,11,11,2.2788000106811523,11,True,1.0,lace,med_low_cloze,0.25,lace
1275,795.988253135789,9,7,3.7862000465393066,8,True,1.0,felt,med_low_cloze,0.25,felt
656,467.35609029810723,4,2,3.935800075531006,10,True,1.0,city,med_low_cloze,0.25,city
730,209.30757004459377,2,3,4.101900100708008,11,True,1.0,town,med_low_cloze,0.25,town
629,722.1606190284122,8,4,3.437299966812134,8,True,1.0,bomb,med_low_cloze,0.25,bomb
977,157.53145763919045,2,3,2.086400032043457,12,True,1.0,nuke,med_low_cloze,0.25,nuke
