WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Dummy_name,Dummy_code,WordInput
107,854.2161706079145,9,12,2.033400058746338,5,True,1.0,vine,dummy,0,vine
173,904.8980556808292,11,12,2.6675000190734863,5,True,1.0,reed,dummy,0,reed
82,909.5217278642092,11,11,2.045300006866455,6,True,1.0,hock,dummy,0,hock
648,904.7864065350416,9,8,1.8632999658584595,5,True,1.0,rump,dummy,0,rump
109,926.7709193755361,10,12,2.846299886703491,8,True,1.0,sail,dummy,0,sail
662,876.9890428702931,8,6,2.950900077819824,9,True,1.0,flag,dummy,0,flag
86,854.2807899064743,8,4,2.381999969482422,7,True,1.0,raft,dummy,0,raft
397,910.808140451553,10,10,2.8101999759674072,7,True,1.0,pump,dummy,0,pump
113,926.4993673619007,10,11,2.342400074005127,9,True,1.0,mold,dummy,0,mold
734,900.9621104196416,8,6,2.4047999382019043,11,True,1.0,slug,dummy,0,slug
89,824.3516251633866,7,4,1.5563000440597534,12,True,1.0,lube,dummy,0,lube
1045,792.7042440400484,6,1,1.6990000009536743,7,True,1.0,oily,dummy,0,oily
93,823.7430683964765,6,2,2.8101999759674072,10,True,1.0,eats,dummy,0,eats
865,915.1574391146818,9,11,3.3664000034332275,10,True,1.0,cook,dummy,0,cook
95,854.4017551485942,7,8,0.7781999707221985,6,True,1.0,eave,dummy,0,eave
660,858.9966969377701,8,7,3.2597999572753906,10,True,1.0,roof,dummy,0,roof
108,897.543252190451,8,3,2.3578999042510986,9,True,1.0,cult,dummy,0,cult
1054,872.698807803441,9,7,3.876699924468994,8,True,1.0,team,dummy,0,team
98,814.0792297415234,6,3,2.8136000633239746,9,True,1.0,hawk,dummy,0,hawk
889,912.955275032575,11,12,1.8632999658584595,8,True,1.0,loon,dummy,0,loon
120,625.8053838204044,4,0,1.7633999586105347,7,True,1.0,afro,dummy,0,afro
1390,833.8735014005473,6,5,1.9394999742507935,10,True,1.0,jive,dummy,0,jive
101,825.6954948271541,7,3,2.983599901199341,9,True,1.0,june,dummy,0,june
1155,908.2011713948071,9,9,4.085100173950195,9,True,1.0,week,dummy,0,week
128,833.9404170137152,7,3,0.9031000137329102,9,True,1.0,alum,dummy,0,alum
582,892.4843396807357,9,4,2.998300075531006,8,True,1.0,salt,dummy,0,salt
102,917.0860503356231,8,6,2.1238999366760254,8,True,1.0,reap,dummy,0,reap
284,837.8449759550615,8,4,1.2553000450134277,7,True,1.0,sown,dummy,0,sown
137,894.7243087174844,8,6,1.9955999851226807,9,True,1.0,fang,dummy,0,fang
675,895.9891414738324,9,6,1.1461000442504883,8,True,1.0,tusk,dummy,0,tusk
111,809.7695214224468,6,1,1.1461000442504883,8,True,1.0,peso,dummy,0,peso
1260,908.8683448985028,7,4,1.986799955368042,11,True,1.0,watt,dummy,0,watt
117,775.3475857020666,7,4,0.8450999855995178,4,True,1.0,glob,dummy,0,glob
978,751.471488548086,6,2,1.4471999406814575,6,True,1.0,ooze,dummy,0,ooze
122,920.8138153777833,10,11,1.0,11,True,1.0,seep,dummy,0,seep
1186,878.4158079338049,9,10,1.5681999921798706,3,True,1.0,gush,dummy,0,gush
127,905.1139226190131,9,9,2.76419997215271,7,True,1.0,cock,dummy,0,cock
604,883.025805057745,9,9,3.0141000747680664,6,True,1.0,wing,dummy,0,wing
123,885.6450740300395,11,15,2.566999912261963,5,True,1.0,bent,dummy,0,bent
478,910.6394081630457,9,10,2.448699951171875,7,True,1.0,warp,dummy,0,warp
151,841.063097935296,8,9,2.9781999588012695,10,True,1.0,vice,dummy,0,vice
858,840.8125629451463,8,9,2.086400032043457,9,True,1.0,swab,dummy,0,swab
131,898.5017162826,11,10,2.429800033569336,6,True,1.0,sole,dummy,0,sole
256,913.4085081662072,10,8,2.5866000652313232,6,True,1.0,bass,dummy,0,bass
187,719.9799348028098,5,1,3.122499942779541,7,True,1.0,amen,dummy,0,amen
316,916.6471464986287,11,13,2.2809998989105225,10,True,1.0,lent,dummy,0,lent
136,888.7979735552262,8,5,2.56820011138916,9,True,1.0,dorm,dummy,0,dorm
383,895.9017447713753,8,5,2.2067999839782715,12,True,1.0,frat,dummy,0,frat
154,845.9294138544265,7,3,1.9493999481201172,5,True,1.0,gasp,dummy,0,gasp
1013,777.6862621105813,6,3,2.240499973297119,7,True,1.0,sigh,dummy,0,sigh
148,815.7556914569939,6,1,3.116300106048584,10,True,1.0,data,dummy,0,data
831,907.8637533588131,10,11,3.351599931716919,11,True,1.0,file,dummy,0,file
153,816.190919203665,6,1,1.4471999406814575,9,True,1.0,noun,dummy,0,noun
1301,779.2723913188318,7,3,5.320700168609619,6,True,1.0,they,dummy,0,they
158,815.4834125621005,6,1,3.486999988555908,3,True,1.0,lots,dummy,0,lots
1431,864.1347241133387,7,2,4.263199806213379,7,True,1.0,many,dummy,0,many
215,898.8070053892449,9,8,2.8006999492645264,12,True,1.0,tire,dummy,0,tire
791,921.9120261754069,10,12,2.170300006866455,10,True,1.0,puck,dummy,0,puck
167,852.5998176301997,8,6,1.1138999462127686,9,True,1.0,nape,dummy,0,nape
322,853.4115614874279,8,5,2.8115999698638916,6,True,1.0,chin,dummy,0,chin
181,925.3514360240906,8,6,2.06820011138916,10,True,1.0,tong,dummy,0,tong
1116,857.2710552994753,9,11,1.9031000137329102,6,True,1.0,spat,dummy,0,spat
172,903.1388382731045,9,10,1.919100046157837,7,True,1.0,gent,dummy,0,gent
274,929.1999810181621,12,14,2.8469998836517334,10,True,1.0,dame,dummy,0,dame
197,885.4478110210573,9,8,2.773099899291992,5,True,1.0,porn,dummy,0,porn
1096,667.6499956334449,4,0,1.9444999694824219,6,True,1.0,orgy,dummy,0,orgy
176,821.9844999552573,6,2,1.9589999914169312,10,True,1.0,gala,dummy,0,gala
1081,916.606545493757,7,3,2.9576001167297363,12,True,1.0,prom,dummy,0,prom
192,835.7510194010222,7,3,3.0381999015808105,6,True,1.0,deny,dummy,0,deny
1435,871.2549118652269,9,11,3.2513999938964844,4,True,1.0,nope,dummy,0,nope
177,816.1678530901759,6,0,3.0834999084472656,6,True,1.0,guts,dummy,0,guts
434,910.9756840450725,10,11,1.6128000020980835,11,True,1.0,bile,dummy,0,bile
206,905.0180687469101,11,15,1.7482000589370728,10,True,1.0,soot,dummy,0,soot
1135,658.2594618179972,6,2,1.079200029373169,6,True,1.0,inky,dummy,0,inky
180,833.5804578601616,7,5,2.52239990234375,8,True,1.0,vain,dummy,0,vain
298,831.8857203875192,7,2,2.859100103378296,9,True,1.0,self,dummy,0,self
193,887.7232274969458,7,3,1.857300043106079,11,True,1.0,gout,dummy,0,gout
519,771.6783819694285,5,1,2.8750998973846436,8,True,1.0,knee,dummy,0,knee
190,881.5017510930724,9,6,1.1138999462127686,4,True,1.0,meld,dummy,0,meld
1290,764.2099724364678,6,1,2.0492000579833984,5,True,1.0,ante,dummy,0,ante
201,856.5904381041673,10,8,1.7924000024795532,6,True,1.0,bony,dummy,0,bony
811,729.0084220280395,5,0,2.1270999908447266,7,True,1.0,jaws,dummy,0,jaws
200,660.9998145933538,5,3,1.0,3,True,1.0,boxy,dummy,0,boxy
607,912.6488729335728,9,11,2.7274999618530273,11,True,1.0,dice,dummy,0,dice
247,853.5382500167377,8,9,2.158400058746338,7,True,1.0,stat,dummy,0,stat
1423,659.1607881816633,5,1,2.2788000106811523,6,True,1.0,info,dummy,0,info
205,934.362046014587,10,13,2.748199939727783,8,True,1.0,lick,dummy,0,lick
218,871.731784572019,8,6,1.4914000034332275,10,True,1.0,balm,dummy,0,balm
254,604.7826603181214,4,0,3.5051000118255615,3,True,1.0,upon,dummy,0,upon
1406,746.4589799540385,6,2,4.82919979095459,7,True,1.0,over,dummy,0,over
209,864.3444080183772,8,4,3.1835999488830566,5,True,1.0,gosh,dummy,0,gosh
1233,877.7388660120123,8,9,4.285699844360352,6,True,1.0,fuck,dummy,0,fuck
235,826.0429176108348,6,3,1.3009999990463257,8,True,1.0,kiln,dummy,0,kiln
357,876.7256135193184,8,7,2.7874999046325684,7,True,1.0,clay,dummy,0,clay
227,802.0353097253552,6,1,2.8369998931884766,4,True,1.0,blah,dummy,0,blah
1332,693.4446166979467,5,2,2.1522998809814453,5,True,1.0,idle,dummy,0,idle
229,837.3981925484229,7,4,2.322200059890747,8,True,1.0,curb,dummy,0,curb
1487,869.1061643685665,7,4,4.160200119018555,10,True,1.0,damn,dummy,0,damn
232,880.1237652342818,9,13,2.1138999462127686,5,True,1.0,rave,dummy,0,rave
330,820.682232574318,6,2,2.004300117492676,10,True,1.0,hula,dummy,0,hula
253,827.6269580735079,7,4,1.6232000589370728,5,True,1.0,drab,dummy,0,drab
302,654.5558045645997,3,1,1.0,7,True,1.0,ashy,dummy,0,ashy
242,909.5471599083688,11,10,3.203000068664551,9,True,1.0,bond,dummy,0,bond
837,794.8953261964858,5,1,2.3364999294281006,12,True,1.0,visa,dummy,0,visa
279,835.780184084847,6,1,2.3617000579833984,8,True,1.0,trek,dummy,0,trek
853,887.5328703103851,9,6,3.417099952697754,7,True,1.0,camp,dummy,0,camp
245,901.3623076793422,9,11,2.1461000442504883,7,True,1.0,tame,dummy,0,tame
1417,871.45740852501,8,4,3.4660000801086426,6,True,1.0,wild,dummy,0,wild
283,810.3942098308295,6,1,2.5011000633239746,8,True,1.0,crib,dummy,0,crib
473,915.4360257844339,11,12,2.506500005722046,9,True,1.0,bunk,dummy,0,bunk
248,902.5055504652415,9,5,2.5762999057769775,11,True,1.0,monk,dummy,0,monk
1415,928.6660582035978,12,16,4.38040018081665,9,True,1.0,hell,dummy,0,hell
306,868.4977093072517,8,4,1.8260999917984009,7,True,1.0,duet,dummy,0,duet
986,795.6073519085255,6,2,1.8260999917984009,5,True,1.0,trio,dummy,0,trio
265,897.4266263940215,10,11,1.875100016593933,4,True,1.0,rite,dummy,0,rite
1148,860.9126161345497,7,2,1.579800009727478,9,True,1.0,sect,dummy,0,sect
293,826.6034917061188,6,1,2.6364998817443848,9,True,1.0,drum,dummy,0,drum
708,895.0567232435426,8,6,2.09689998626709,8,True,1.0,gong,dummy,0,gong
289,848.0192591421321,7,3,1.715999960899353,8,True,1.0,perm,dummy,0,perm
522,857.0447855895584,8,5,2.4914000034332275,8,True,1.0,comb,dummy,0,comb
313,887.244768999383,11,12,2.8041000366210938,6,True,1.0,slap,dummy,0,slap
822,910.0567109496476,10,9,3.3183000087738037,7,True,1.0,bite,dummy,0,bite
295,932.2789292827038,11,12,2.0413999557495117,10,True,1.0,lice,dummy,0,lice
712,885.5780397852952,9,6,2.6963999271392822,6,True,1.0,bald,dummy,0,bald
344,600.1905100532701,3,1,1.3802000284194946,4,True,1.0,ajar,dummy,0,ajar
1182,866.3469826713832,8,5,4.128900051116943,6,True,1.0,shut,dummy,0,shut
320,917.990924700454,8,4,1.3423999547958374,10,True,1.0,doer,dummy,0,doer
1416,856.7957711488507,8,4,3.735100030899048,5,True,1.0,busy,dummy,0,busy
325,880.1054169183068,9,7,3.3385000228881836,4,True,1.0,main,dummy,0,main
486,687.1348090135368,5,1,1.2041000127792358,5,True,1.0,crux,dummy,0,crux
323,933.5659114635891,10,12,2.004300117492676,8,True,1.0,dome,dummy,0,dome
722,926.3286159417703,12,15,3.4231998920440674,7,True,1.0,hall,dummy,0,hall
372,796.6816264410579,5,1,3.924299955368042,12,True,1.0,news,dummy,0,news
1484,817.6048745977344,8,3,5.700699806213379,6,True,1.0,what,dummy,0,what
334,899.3566248418003,8,4,1.2553000450134277,11,True,1.0,hemp,dummy,0,hemp
363,924.7126316987327,10,13,1.9589999914169312,9,True,1.0,dill,dummy,0,dill
336,866.5399324429069,9,11,1.7482000589370728,7,True,1.0,gore,dummy,0,gore
907,902.2167800969592,9,5,1.968500018119812,6,True,1.0,clot,dummy,0,clot
343,912.3215083325634,8,8,2.539099931716919,8,True,1.0,loop,dummy,0,loop
497,839.5047097612793,7,2,3.1350998878479004,3,True,1.0,tied,dummy,0,tied
361,922.8805434309658,10,13,2.762700080871582,10,True,1.0,heal,dummy,0,heal
370,914.3758315885107,11,11,3.026900053024292,9,True,1.0,cure,dummy,0,cure
348,849.4586760018149,10,8,1.3221999406814575,8,True,1.0,vise,dummy,0,vise
659,929.1290550807149,10,12,3.287600040435791,7,True,1.0,hook,dummy,0,hook
392,808.8896375129842,6,3,1.8062000274658203,8,True,1.0,kelp,dummy,0,kelp
586,927.7128344699535,9,8,2.3032000064849854,11,True,1.0,clam,dummy,0,clam
349,827.6484349731636,8,7,2.1522998809814453,7,True,1.0,woof,dummy,0,woof
1219,796.7519487052756,6,7,1.7482000589370728,5,True,1.0,oink,dummy,0,oink
373,911.3940877156699,11,13,1.924299955368042,6,True,1.0,mast,dummy,0,mast
455,915.3910177689182,11,13,2.3345000743865967,7,True,1.0,hull,dummy,0,hull
374,741.5459478782618,6,4,1.4471999406814575,4,True,1.0,tyke,dummy,0,tyke
748,792.0508542165356,6,2,4.186299800872803,6,True,1.0,kids,dummy,0,kids
382,879.8774970677711,8,5,1.531499981880188,11,True,1.0,blog,dummy,0,blog
710,929.7967903500996,10,15,3.274199962615967,11,True,1.0,mail,dummy,0,mail
393,913.4523925348515,9,9,2.8608999252319336,8,True,1.0,corn,dummy,0,corn
666,841.1455280411358,7,3,2.0253000259399414,11,True,1.0,oats,dummy,0,oats
403,634.9981938442077,4,0,2.6884000301361084,6,True,1.0,envy,dummy,0,envy
492,876.7044573590343,10,10,2.4547998905181885,3,True,1.0,lust,dummy,0,lust
398,898.795419467958,8,4,3.1092000007629395,9,True,1.0,soup,dummy,0,soup
556,812.2979609832192,6,2,2.2014000415802,11,True,1.0,taco,dummy,0,taco
426,900.6011042257844,9,7,2.4828999042510986,8,True,1.0,peak,dummy,0,peak
1178,632.3003512508546,4,0,1.6434999704360962,5,True,1.0,apex,dummy,0,apex
408,820.8305178960167,6,3,2.340399980545044,7,True,1.0,turf,dummy,0,turf
553,827.1632364308505,7,4,2.799999952316284,5,True,1.0,lawn,dummy,0,lawn
415,834.5806051242059,6,1,1.579800009727478,12,True,1.0,mono,dummy,0,mono
1173,837.7921864917507,6,2,1.740399956703186,13,True,1.0,aids,dummy,0,aids
411,870.1897698145192,8,5,3.81850004196167,8,True,1.0,poor,dummy,0,poor
968,921.3695682163216,10,9,1.8194999694824219,12,True,1.0,slum,dummy,0,slum
425,839.5057955223596,7,6,1.9138000011444092,14,True,1.0,yarn,dummy,0,yarn
580,916.0848905466815,10,12,1.7633999586105347,9,True,1.0,bead,dummy,0,bead
413,910.2571450539612,10,13,1.3978999853134155,10,True,1.0,pane,dummy,0,pane
882,904.4691780215719,12,11,1.9776999950408936,6,True,1.0,slab,dummy,0,slab
431,817.7420456485257,6,1,4.044600009918213,4,True,1.0,goes,dummy,0,goes
1442,682.0950015819524,6,3,4.634200096130371,5,True,1.0,into,dummy,0,into
423,859.4958748046674,9,7,2.895400047302246,6,True,1.0,flew,dummy,0,flew
1097,909.5444063217492,10,9,1.8976000547409058,6,True,1.0,soar,dummy,0,soar
449,660.2958924420456,5,3,2.591099977493286,4,True,1.0,unto,dummy,0,unto
1460,684.1043629057568,4,0,3.058799982070923,8,True,1.0,thou,dummy,0,thou
443,903.1836303170464,10,8,1.4471999406814575,10,True,1.0,musk,dummy,0,musk
861,917.5372847436387,9,8,4.383999824523926,8,True,1.0,shit,dummy,0,shit
446,836.4106422106282,7,3,1.6901999711990356,8,True,1.0,gimp,dummy,0,gimp
1283,886.3604272719001,9,10,3.433000087738037,8,True,1.0,code,dummy,0,code
447,690.6639396254611,4,0,2.439300060272217,9,True,1.0,ammo,dummy,0,ammo
874,911.4282882062423,8,4,3.0852999687194824,9,True,1.0,trap,dummy,0,trap
448,919.2451010103481,10,9,2.5464999675750732,8,True,1.0,bolt,dummy,0,bolt
551,862.413753404536,7,10,2.978600025177002,8,True,1.0,nail,dummy,0,nail
461,917.0144541785943,11,13,2.544100046157837,7,True,1.0,bean,dummy,0,bean
667,642.2123498082614,4,0,1.431399941444397,9,True,1.0,okra,dummy,0,okra
471,916.3158308532569,9,8,1.7924000024795532,14,True,1.0,dusk,dummy,0,dusk
1244,716.6837333272324,6,2,1.6232000589370728,3,True,1.0,hazy,dummy,0,hazy
468,867.4468996665753,8,4,1.8920999765396118,6,True,1.0,cram,dummy,0,cram
1355,640.8808424737242,4,0,0.8450999855995178,6,True,1.0,ditz,dummy,0,ditz
485,891.6334502875403,9,7,2.075500011444092,7,True,1.0,flop,dummy,0,flop
1527,777.7368509747855,7,3,1.924299955368042,7,True,1.0,hype,dummy,0,hype
481,867.765866714951,7,2,1.4914000034332275,6,True,1.0,coed,dummy,0,coed
816,906.3837705796341,9,9,3.295599937438965,9,True,1.0,dean,dummy,0,dean
494,813.0365736602255,6,1,1.6128000020980835,8,True,1.0,saga,dummy,0,saga
1463,645.2984481128626,4,0,2.0827999114990234,7,True,1.0,epic,dummy,0,epic
484,681.6482062085727,5,0,2.340399980545044,6,True,1.0,iced,dummy,0,iced
771,933.9599834873025,10,11,2.0413999557495117,7,True,1.0,rink,dummy,0,rink
520,916.4601968930092,9,6,2.730799913406372,10,True,1.0,goat,dummy,0,goat
803,824.9606855153974,7,3,2.18179988861084,8,True,1.0,calf,dummy,0,calf
509,928.8971366918828,11,16,3.7286999225616455,8,True,1.0,ball,dummy,0,ball
674,877.6768481170927,8,4,1.8513000011444092,7,True,1.0,mitt,dummy,0,mitt
574,917.9098869888142,9,9,2.7135000228881836,8,True,1.0,worm,dummy,0,worm
1027,818.2419657277528,6,1,2.1461000442504883,7,True,1.0,grub,dummy,0,grub
515,925.0829145109271,9,9,3.1208999156951904,14,True,1.0,bike,dummy,0,bike
525,902.5512853451835,9,6,2.176100015640259,7,True,1.0,sled,dummy,0,sled
539,915.0811149321831,9,7,3.0048000812530518,8,True,1.0,mask,dummy,0,mask
818,851.3137309730176,7,2,2.18179988861084,7,True,1.0,veil,dummy,0,veil
517,914.9289997505023,11,9,3.015399932861328,9,True,1.0,sand,dummy,0,sand
1065,809.3297272062898,6,3,1.8260999917984009,9,True,1.0,mesa,dummy,0,mesa
588,901.0551749024611,8,8,1.9493999481201172,13,True,1.0,hoof,dummy,0,hoof
635,881.867372297648,8,7,2.3501999378204346,10,True,1.0,claw,dummy,0,claw
523,906.9979632417928,9,6,2.2945001125335693,9,True,1.0,vase,dummy,0,vase
756,766.3992987173995,5,0,2.2764999866485596,9,True,1.0,arch,dummy,0,arch
540,922.1514188466293,10,14,2.950900077819824,8,True,1.0,tent,dummy,0,tent
594,897.8686821665017,9,9,2.895400047302246,6,True,1.0,hood,dummy,0,hood
552,899.77161312977,9,6,2.889899969100952,9,True,1.0,soap,dummy,0,soap
973,861.9281928108473,8,7,2.935499906539917,5,True,1.0,wipe,dummy,0,wipe
584,908.8173751282678,10,10,2.664599895477295,9,True,1.0,cart,dummy,0,cart
926,879.0394558593173,8,8,2.2227001190185547,8,True,1.0,reel,dummy,0,reel
558,906.3780652899811,8,5,3.3364999294281006,12,True,1.0,milk,dummy,0,milk
704,835.7556663672336,6,2,0.6990000009536743,12,True,1.0,whey,dummy,0,whey
606,865.7052473012634,8,12,2.7535998821258545,7,True,1.0,nest,dummy,0,nest
809,900.3207239265939,10,10,2.7235000133514404,4,True,1.0,coop,dummy,0,coop
564,850.0156614202826,10,9,3.545599937438965,8,True,1.0,tape,dummy,0,tape
932,866.2314208452419,7,2,2.9586000442504883,9,True,1.0,wrap,dummy,0,wrap
565,910.3990983404623,10,12,3.5201001167297363,10,True,1.0,foot,dummy,0,foot
611,871.2273816222838,10,7,2.198699951171875,6,True,1.0,shin,dummy,0,shin
571,911.5379206725349,11,10,3.0945000648498535,9,True,1.0,belt,dummy,0,belt
724,870.2352001391807,9,10,1.770900011062622,4,True,1.0,sash,dummy,0,sash
577,851.3603432816708,8,5,2.547800064086914,7,True,1.0,crab,dummy,0,crab
879,931.7015059870473,11,13,1.7853000164031982,9,True,1.0,mite,dummy,0,mite
575,895.8896946850264,9,9,2.6542000770568848,8,True,1.0,fork,dummy,0,fork
630,930.7423263153967,9,14,2.1847000122070312,7,True,1.0,rake,dummy,0,rake
787,916.2243051430708,10,8,2.2600998878479004,7,True,1.0,mist,dummy,0,mist
913,759.26224446717,5,2,1.1138999462127686,7,True,1.0,dewy,dummy,0,dewy
617,835.6967289110471,6,1,4.453499794006348,6,True,1.0,girl,dummy,0,girl
862,801.5566794398184,6,2,4.0441999435424805,10,True,1.0,lady,dummy,0,lady
719,904.5822331487179,8,5,2.827399969100952,10,True,1.0,whip,dummy,0,whip
1066,859.1148605197013,8,4,1.5563000440597534,4,True,1.0,prod,dummy,0,prod
639,815.0365348742394,6,5,3.1068999767303467,12,True,1.0,yard,dummy,0,yard
930,920.8417782075991,8,7,4.596499919891357,9,True,1.0,home,dummy,0,home
697,879.4119159977305,7,3,3.5223000049591064,13,True,1.0,film,dummy,0,film
1028,816.4926675369784,8,8,1.6334999799728394,10,True,1.0,skit,dummy,0,skit
643,908.35403581273,9,10,3.674999952316284,9,True,1.0,ring,dummy,0,ring
644,915.8297270353694,9,9,3.6050000190734863,13,True,1.0,gold,dummy,0,gold
702,784.5278690301724,7,7,1.5184999704360962,8,True,1.0,scab,dummy,0,scab
999,910.6823919868264,10,11,3.072200059890747,9,True,1.0,cast,dummy,0,cast
650,913.3247248251216,9,7,3.116300106048584,6,True,1.0,tank,dummy,0,tank
705,807.9171754552655,6,1,3.6405999660491943,11,True,1.0,army,dummy,0,army
669,907.3191002909549,9,8,3.379699945449829,10,True,1.0,pool,dummy,0,pool
1563,911.0753672670292,8,4,2.6041998863220215,7,True,1.0,mere,dummy,0,mere
679,875.4542186165445,8,9,2.2600998878479004,10,True,1.0,veal,dummy,0,veal
842,855.3256760261568,8,4,1.2788000106811523,6,True,1.0,loin,dummy,0,loin
685,879.2969232447012,7,3,2.2067999839782715,7,True,1.0,duct,dummy,0,duct
693,921.8620531095752,11,13,3.14739990234375,10,True,1.0,wire,dummy,0,wire
687,824.41712389858,7,3,2.459399938583374,7,True,1.0,tomb,dummy,0,tomb
1047,879.206301055962,9,7,3.0232999324798584,6,True,1.0,bury,dummy,0,bury
743,913.5398023249165,9,10,3.1682000160217285,11,True,1.0,meal,dummy,0,meal
943,884.4340875617876,9,10,2.257699966430664,4,True,1.0,hash,dummy,0,hash
716,911.3046851670558,10,10,4.040999889373779,10,True,1.0,fire,dummy,0,fire
906,908.019400587557,9,6,2.4828999042510986,9,True,1.0,boil,dummy,0,boil
810,865.0093830927266,10,7,2.2764999866485596,4,True,1.0,prop,dummy,0,prop
1196,807.8204546652229,8,9,1.8194999694824219,7,True,1.0,scat,dummy,0,scat
718,906.0364923085075,10,10,3.4354000091552734,9,True,1.0,band,dummy,0,band
1215,716.7430425940419,5,0,1.6720999479293823,8,True,1.0,opus,dummy,0,opus
762,923.7627254688314,9,11,2.2227001190185547,10,True,1.0,cove,dummy,0,cove
945,840.0322367111323,7,3,2.3838000297546387,8,True,1.0,gulf,dummy,0,gulf
749,882.0979594414499,8,7,3.436500072479248,8,True,1.0,note,dummy,0,note
891,820.3409032225418,6,1,2.528899908065796,8,True,1.0,memo,dummy,0,memo
757,778.4573358616035,5,0,1.3978999853134155,6,True,1.0,suds,dummy,0,suds
854,918.3094005919329,9,11,3.3176000118255615,9,True,1.0,wash,dummy,0,wash
759,920.8986379861992,11,13,2.2788000106811523,9,True,1.0,mink,dummy,0,mink
944,892.2307126066513,8,5,1.6901999711990356,8,True,1.0,pelt,dummy,0,pelt
799,875.6820638488958,9,6,2.8420000076293945,7,True,1.0,chop,dummy,0,chop
997,855.2200097398445,7,4,2.340399980545044,6,True,1.0,trim,dummy,0,trim
768,894.2713935614465,9,8,2.9916999340057373,11,True,1.0,site,dummy,0,site
1079,792.9278783695088,5,0,3.5822999477386475,7,True,1.0,area,dummy,0,area
825,874.6089303196311,8,7,3.187000036239624,8,True,1.0,gang,dummy,0,gang
1162,910.074574131181,9,8,2.322200059890747,10,True,1.0,clan,dummy,0,clan
817,917.7689904308479,12,18,3.2385001182556152,10,True,1.0,male,dummy,0,male
846,832.0242930400367,6,3,2.2504000663757324,10,True,1.0,womb,dummy,0,womb
1203,833.5690058259313,7,2,2.0413999557495117,6,True,1.0,blur,dummy,0,blur
1298,909.7101404221561,9,8,4.293000221252441,7,True,1.0,seen,dummy,0,seen
823,781.8270423587037,5,0,3.337100028991699,9,True,1.0,papa,dummy,0,papa
826,826.950524478221,6,1,2.9646999835968018,5,True,1.0,sons,dummy,0,sons
886,884.5453959228322,7,2,1.6720999479293823,10,True,1.0,brie,dummy,0,brie
911,918.2449813316537,9,7,1.3617000579833984,8,True,1.0,curd,dummy,0,curd
855,877.0121912915581,11,10,3.6970999240875244,5,True,1.0,sing,dummy,0,sing
1024,809.6138336327933,7,10,2.973099946975708,9,True,1.0,yell,dummy,0,yell
1072,810.3333750292452,6,2,2.6730000972747803,7,True,1.0,arts,dummy,0,arts
1408,896.4089968175992,9,7,1.9955999851226807,10,True,1.0,muse,dummy,0,muse
857,917.6052107332509,10,12,2.7283999919891357,8,True,1.0,root,dummy,0,root
878,848.7604294643919,7,3,1.973099946975708,6,True,1.0,pulp,dummy,0,pulp
871,860.7008828514084,8,8,4.10830020904541,7,True,1.0,jack,dummy,0,jack
884,926.9371387011477,8,11,2.9121999740600586,11,True,1.0,gear,dummy,0,gear
869,894.8294690833485,9,7,3.436500072479248,10,True,1.0,shop,dummy,0,shop
1154,919.3131854053984,9,9,4.609600067138672,7,True,1.0,work,dummy,0,work
983,917.5224426660601,12,18,3.827199935913086,8,True,1.0,beat,dummy,0,beat
1254,908.7708074702654,10,10,2.689300060272217,9,True,1.0,pace,dummy,0,pace
890,805.216759674339,6,3,2.706700086593628,11,True,1.0,acid,dummy,0,acid
1245,907.1046832167974,10,10,2.4742000102996826,7,True,1.0,sour,dummy,0,sour
947,914.5715906617218,10,8,4.639500141143799,9,True,1.0,talk,dummy,0,talk
1167,797.5421156392687,6,2,2.344399929046631,6,True,1.0,oral,dummy,0,oral
935,923.3202129593541,12,16,2.498300075531006,6,True,1.0,fare,dummy,0,fare
1140,912.5025306277199,10,9,2.2355000972747803,9,True,1.0,toll,dummy,0,toll
1212,712.3226518992959,6,2,0.9031000137329102,8,True,1.0,quip,dummy,0,quip
1468,847.949839163063,8,10,1.8387999534606934,8,True,1.0,jest,dummy,0,jest
941,879.5385406481079,8,7,2.799999952316284,7,True,1.0,bump,dummy,0,bump
1221,899.3554788744157,10,13,2.884200096130371,9,True,1.0,sore,dummy,0,sore
1280,783.5061615969664,6,2,2.2788000106811523,5,True,1.0,tidy,dummy,0,tidy
1405,843.5707212707988,8,10,2.803499937057495,8,True,1.0,neat,dummy,0,neat
985,622.2971743756377,4,1,1.857300043106079,6,True,1.0,ogre,dummy,0,ogre
989,660.0782566143344,4,0,1.1761000156402588,8,True,1.0,yeti,dummy,0,yeti
1206,919.2995133978735,12,12,3.588599920272827,6,True,1.0,slow,dummy,0,slow
1440,866.3749639035992,8,7,1.7853000164031982,4,True,1.0,lull,dummy,0,lull
1000,825.4428038327667,6,0,2.178999900817871,8,True,1.0,meow,dummy,0,meow
1043,833.8858492580954,7,4,2.0253000259399414,6,True,1.0,howl,dummy,0,howl
1121,712.7160820585216,4,0,1.8976000547409058,10,True,1.0,guru,dummy,0,guru
1494,901.2377218363457,9,9,3.1623001098632812,10,True,1.0,wise,dummy,0,wise
1020,883.2297694569157,8,8,4.163099765777588,11,True,1.0,five,dummy,0,five
1314,693.9954125446864,4,1,3.039400100708008,8,True,1.0,zero,dummy,0,zero
1218,867.9035235911712,9,7,1.9911999702453613,6,True,1.0,bulk,dummy,0,bulk
