WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,Constraint_name,IsExpected_name,Constraint_code,IsExpected_code,WordInput
448,920.002704551107,10,9,2.5464999675750732,8,True,1.0,bolt,LowConstraint,Unexpected,-0.5,-0.5,bolt
551,862.6548269902971,7,10,2.978600025177002,8,True,1.0,nail,LowConstraint,Unexpected,-0.5,-0.5,nail
447,690.8305869826967,4,0,2.439300060272217,9,True,1.0,ammo,LowConstraint,Unexpected,-0.5,-0.5,ammo
874,911.7500989346066,8,4,3.0852999687194824,9,True,1.0,trap,LowConstraint,Unexpected,-0.5,-0.5,trap
471,916.781624693476,9,8,1.7924000024795532,14,True,1.0,dusk,LowConstraint,Unexpected,-0.5,-0.5,dusk
1244,717.2478570325484,6,2,1.6232000589370728,3,True,1.0,hazy,LowConstraint,Unexpected,-0.5,-0.5,hazy
461,917.4034590736148,11,13,2.544100046157837,7,True,1.0,bean,LowConstraint,Unexpected,-0.5,-0.5,bean
667,642.6720247713612,4,0,1.431399941444397,9,True,1.0,okra,LowConstraint,Unexpected,-0.5,-0.5,okra
485,891.5303099690727,9,7,2.075500011444092,7,True,1.0,flop,LowConstraint,Unexpected,-0.5,-0.5,flop
1527,778.0571534773923,7,3,1.924299955368042,7,True,1.0,hype,LowConstraint,Unexpected,-0.5,-0.5,hype
468,867.8019009307212,8,4,1.8920999765396118,6,True,1.0,cram,LowConstraint,Unexpected,-0.5,-0.5,cram
1355,640.8873735844847,4,0,0.8450999855995178,6,True,1.0,ditz,LowConstraint,Unexpected,-0.5,-0.5,ditz
494,813.5026941647396,6,1,1.6128000020980835,8,True,1.0,saga,LowConstraint,Unexpected,-0.5,-0.5,saga
1463,645.0865532151821,4,0,2.0827999114990234,7,True,1.0,epic,LowConstraint,Unexpected,-0.5,-0.5,epic
481,868.1466403846467,7,2,1.4914000034332275,6,True,1.0,coed,LowConstraint,Unexpected,-0.5,-0.5,coed
816,906.9710580805013,9,9,3.295599937438965,9,True,1.0,dean,LowConstraint,Unexpected,-0.5,-0.5,dean
520,916.8659823238286,9,6,2.730799913406372,10,True,1.0,goat,LowConstraint,Unexpected,-0.5,-0.5,goat
803,825.1606730300889,7,3,2.18179988861084,8,True,1.0,calf,LowConstraint,Unexpected,-0.5,-0.5,calf
484,681.8648758591842,5,0,2.340399980545044,6,True,1.0,iced,LowConstraint,Unexpected,-0.5,-0.5,iced
771,934.7233298502367,10,11,2.0413999557495117,7,True,1.0,rink,LowConstraint,Unexpected,-0.5,-0.5,rink
574,918.0150910080868,9,9,2.7135000228881836,8,True,1.0,worm,LowConstraint,Unexpected,-0.5,-0.5,worm
1027,818.7214855009506,6,1,2.1461000442504883,7,True,1.0,grub,LowConstraint,Unexpected,-0.5,-0.5,grub
509,929.8994492327893,11,16,3.7286999225616455,8,True,1.0,ball,LowConstraint,Unexpected,-0.5,-0.5,ball
674,878.4313826629561,8,4,1.8513000011444092,7,True,1.0,mitt,LowConstraint,Unexpected,-0.5,-0.5,mitt
539,915.6932443196331,9,7,3.0048000812530518,8,True,1.0,mask,LowConstraint,Unexpected,-0.5,-0.5,mask
818,851.6132796858874,7,2,2.18179988861084,7,True,1.0,veil,LowConstraint,Unexpected,-0.5,-0.5,veil
515,925.538022778351,9,9,3.1208999156951904,14,True,1.0,bike,LowConstraint,Unexpected,-0.5,-0.5,bike
525,902.7935583655296,9,6,2.176100015640259,7,True,1.0,sled,LowConstraint,Unexpected,-0.5,-0.5,sled
588,900.6418241112735,8,8,1.9493999481201172,13,True,1.0,hoof,LowConstraint,Unexpected,-0.5,-0.5,hoof
635,882.1870694619565,8,7,2.3501999378204346,10,True,1.0,claw,LowConstraint,Unexpected,-0.5,-0.5,claw
517,915.9338285443979,11,9,3.015399932861328,9,True,1.0,sand,LowConstraint,Unexpected,-0.5,-0.5,sand
1065,809.8656659860796,6,3,1.8260999917984009,9,True,1.0,mesa,LowConstraint,Unexpected,-0.5,-0.5,mesa
540,922.9291060092715,10,14,2.950900077819824,8,True,1.0,tent,LowConstraint,Unexpected,-0.5,-0.5,tent
594,898.2164977078746,9,9,2.895400047302246,6,True,1.0,hood,LowConstraint,Unexpected,-0.5,-0.5,hood
523,907.2336164282173,9,6,2.2945001125335693,9,True,1.0,vase,LowConstraint,Unexpected,-0.5,-0.5,vase
756,766.8789048374744,5,0,2.2764999866485596,9,True,1.0,arch,LowConstraint,Unexpected,-0.5,-0.5,arch
584,909.5034955352661,10,10,2.664599895477295,9,True,1.0,cart,LowConstraint,Unexpected,-0.5,-0.5,cart
926,879.3316766360424,8,8,2.2227001190185547,8,True,1.0,reel,LowConstraint,Unexpected,-0.5,-0.5,reel
552,900.4921405845116,9,6,2.889899969100952,9,True,1.0,soap,LowConstraint,Unexpected,-0.5,-0.5,soap
973,862.4867177445143,8,7,2.935499906539917,5,True,1.0,wipe,LowConstraint,Unexpected,-0.5,-0.5,wipe
606,866.1113636162245,8,12,2.7535998821258545,7,True,1.0,nest,LowConstraint,Unexpected,-0.5,-0.5,nest
809,900.8206913775505,10,10,2.7235000133514404,4,True,1.0,coop,LowConstraint,Unexpected,-0.5,-0.5,coop
558,907.3058224932718,8,5,3.3364999294281006,12,True,1.0,milk,LowConstraint,Unexpected,-0.5,-0.5,milk
704,835.3904691984046,6,2,0.6990000009536743,12,True,1.0,whey,LowConstraint,Unexpected,-0.5,-0.5,whey
565,911.3357585076823,10,12,3.5201001167297363,10,True,1.0,foot,LowConstraint,Unexpected,-0.5,-0.5,foot
611,871.2186010223197,10,7,2.198699951171875,6,True,1.0,shin,LowConstraint,Unexpected,-0.5,-0.5,shin
564,850.6834554622368,10,9,3.545599937438965,8,True,1.0,tape,LowConstraint,Unexpected,-0.5,-0.5,tape
932,866.794888153487,7,2,2.9586000442504883,9,True,1.0,wrap,LowConstraint,Unexpected,-0.5,-0.5,wrap
577,851.7910149233707,8,5,2.547800064086914,7,True,1.0,crab,LowConstraint,Unexpected,-0.5,-0.5,crab
879,932.1014231718882,11,13,1.7853000164031982,9,True,1.0,mite,LowConstraint,Unexpected,-0.5,-0.5,mite
571,912.3665140831426,11,10,3.0945000648498535,9,True,1.0,belt,LowConstraint,Unexpected,-0.5,-0.5,belt
724,870.4729510979327,9,10,1.770900011062622,4,True,1.0,sash,LowConstraint,Unexpected,-0.5,-0.5,sash
787,916.4797341283933,10,8,2.2600998878479004,7,True,1.0,mist,LowConstraint,Unexpected,-0.5,-0.5,mist
913,759.1891050062219,5,2,1.1138999462127686,7,True,1.0,dewy,LowConstraint,Unexpected,-0.5,-0.5,dewy
575,896.2661757660787,9,9,2.6542000770568848,8,True,1.0,fork,LowConstraint,Unexpected,-0.5,-0.5,fork
630,931.5080126671626,9,14,2.1847000122070312,7,True,1.0,rake,LowConstraint,Unexpected,-0.5,-0.5,rake
719,904.9220418343184,8,5,2.827399969100952,10,True,1.0,whip,LowConstraint,Unexpected,-0.5,-0.5,whip
1066,859.4572818358909,8,4,1.5563000440597534,4,True,1.0,prod,LowConstraint,Unexpected,-0.5,-0.5,prod
617,836.1530467601402,6,1,4.453499794006348,6,True,1.0,girl,LowConstraint,Unexpected,-0.5,-0.5,girl
862,802.004701276426,6,2,4.0441999435424805,10,True,1.0,lady,LowConstraint,Unexpected,-0.5,-0.5,lady
697,879.1996790693287,7,3,3.5223000049591064,13,True,1.0,film,LowConstraint,Unexpected,-0.5,-0.5,film
1028,817.00437353375,8,8,1.6334999799728394,10,True,1.0,skit,LowConstraint,Unexpected,-0.5,-0.5,skit
639,815.481062552486,6,5,3.1068999767303467,12,True,1.0,yard,LowConstraint,Unexpected,-0.5,-0.5,yard
930,921.6636594971209,8,7,4.596499919891357,9,True,1.0,home,LowConstraint,Unexpected,-0.5,-0.5,home
702,784.9419715894736,7,7,1.5184999704360962,8,True,1.0,scab,LowConstraint,Unexpected,-0.5,-0.5,scab
999,911.2530568029349,10,11,3.072200059890747,9,True,1.0,cast,LowConstraint,Unexpected,-0.5,-0.5,cast
643,908.4116343133325,9,10,3.674999952316284,9,True,1.0,ring,LowConstraint,Unexpected,-0.5,-0.5,ring
644,916.4726387160824,9,9,3.6050000190734863,13,True,1.0,gold,LowConstraint,Unexpected,-0.5,-0.5,gold
669,908.0378687598719,9,8,3.379699945449829,10,True,1.0,pool,LowConstraint,Unexpected,-0.5,-0.5,pool
1563,912.1595673307016,8,4,2.6041998863220215,7,True,1.0,mere,LowConstraint,Unexpected,-0.5,-0.5,mere
650,913.7270192658441,9,7,3.116300106048584,6,True,1.0,tank,LowConstraint,Unexpected,-0.5,-0.5,tank
705,808.3516523576656,6,1,3.6405999660491943,11,True,1.0,army,LowConstraint,Unexpected,-0.5,-0.5,army
685,879.6091510995618,7,3,2.2067999839782715,7,True,1.0,duct,LowConstraint,Unexpected,-0.5,-0.5,duct
693,922.3410841956609,11,13,3.14739990234375,10,True,1.0,wire,LowConstraint,Unexpected,-0.5,-0.5,wire
679,875.7763281362426,8,9,2.2600998878479004,10,True,1.0,veal,LowConstraint,Unexpected,-0.5,-0.5,veal
842,855.7598440751441,8,4,1.2788000106811523,6,True,1.0,loin,LowConstraint,Unexpected,-0.5,-0.5,loin
743,914.400511100549,9,10,3.1682000160217285,11,True,1.0,meal,LowConstraint,Unexpected,-0.5,-0.5,meal
943,884.858730153111,9,10,2.257699966430664,4,True,1.0,hash,LowConstraint,Unexpected,-0.5,-0.5,hash
687,824.9387538206836,7,3,2.459399938583374,7,True,1.0,tomb,LowConstraint,Unexpected,-0.5,-0.5,tomb
1047,879.6122738342485,9,7,3.0232999324798584,6,True,1.0,bury,LowConstraint,Unexpected,-0.5,-0.5,bury
810,864.8801832774841,10,7,2.2764999866485596,4,True,1.0,prop,LowConstraint,Unexpected,-0.5,-0.5,prop
1196,808.0887374082504,8,9,1.8194999694824219,7,True,1.0,scat,LowConstraint,Unexpected,-0.5,-0.5,scat
716,911.9955997216293,10,10,4.040999889373779,10,True,1.0,fire,LowConstraint,Unexpected,-0.5,-0.5,fire
906,908.6871104972422,9,6,2.4828999042510986,9,True,1.0,boil,LowConstraint,Unexpected,-0.5,-0.5,boil
762,924.4318118352534,9,11,2.2227001190185547,10,True,1.0,cove,LowConstraint,Unexpected,-0.5,-0.5,cove
945,840.4594755789465,7,3,2.3838000297546387,8,True,1.0,gulf,LowConstraint,Unexpected,-0.5,-0.5,gulf
718,906.7957536747392,10,10,3.4354000091552734,9,True,1.0,band,LowConstraint,Unexpected,-0.5,-0.5,band
1215,716.8862907421695,5,0,1.6720999479293823,8,True,1.0,opus,LowConstraint,Unexpected,-0.5,-0.5,opus
757,778.8284301145919,5,0,1.3978999853134155,6,True,1.0,suds,LowConstraint,Unexpected,-0.5,-0.5,suds
854,918.4160192128617,9,11,3.3176000118255615,9,True,1.0,wash,LowConstraint,Unexpected,-0.5,-0.5,wash
749,882.2078898971013,8,7,3.436500072479248,8,True,1.0,note,LowConstraint,Unexpected,-0.5,-0.5,note
891,820.8286932539677,6,1,2.528899908065796,8,True,1.0,memo,LowConstraint,Unexpected,-0.5,-0.5,memo
799,875.479293989307,9,6,2.8420000076293945,7,True,1.0,chop,LowConstraint,Unexpected,-0.5,-0.5,chop
997,855.9862071178907,7,4,2.340399980545044,6,True,1.0,trim,LowConstraint,Unexpected,-0.5,-0.5,trim
759,921.3763116238658,11,13,2.2788000106811523,9,True,1.0,mink,LowConstraint,Unexpected,-0.5,-0.5,mink
944,892.8649637654844,8,5,1.6901999711990356,8,True,1.0,pelt,LowConstraint,Unexpected,-0.5,-0.5,pelt
825,874.4970957821181,8,7,3.187000036239624,8,True,1.0,gang,LowConstraint,Unexpected,-0.5,-0.5,gang
1162,910.4467150110416,9,8,2.322200059890747,10,True,1.0,clan,LowConstraint,Unexpected,-0.5,-0.5,clan
768,894.6463339130605,9,8,2.9916999340057373,11,True,1.0,site,LowConstraint,Unexpected,-0.5,-0.5,site
1079,793.4167946274672,5,0,3.5822999477386475,7,True,1.0,area,LowConstraint,Unexpected,-0.5,-0.5,area
1203,833.8059936995116,7,2,2.0413999557495117,6,True,1.0,blur,LowConstraint,Unexpected,-0.5,-0.5,blur
1298,910.0700080261691,9,8,4.293000221252441,7,True,1.0,seen,LowConstraint,Unexpected,-0.5,-0.5,seen
817,918.408207712056,12,18,3.2385001182556152,10,True,1.0,male,LowConstraint,Unexpected,-0.5,-0.5,male
846,832.5394357725443,6,3,2.2504000663757324,10,True,1.0,womb,LowConstraint,Unexpected,-0.5,-0.5,womb
886,884.7777487080459,7,2,1.6720999479293823,10,True,1.0,brie,LowConstraint,Unexpected,-0.5,-0.5,brie
911,918.5081373794146,9,7,1.3617000579833984,8,True,1.0,curd,LowConstraint,Unexpected,-0.5,-0.5,curd
823,782.2462071294071,5,0,3.337100028991699,9,True,1.0,papa,LowConstraint,Unexpected,-0.5,-0.5,papa
826,827.7039824131509,6,1,2.9646999835968018,5,True,1.0,sons,LowConstraint,Unexpected,-0.5,-0.5,sons
1072,810.1733914293529,6,2,2.6730000972747803,7,True,1.0,arts,LowConstraint,Unexpected,-0.5,-0.5,arts
1408,897.2260880736494,9,7,1.9955999851226807,10,True,1.0,muse,LowConstraint,Unexpected,-0.5,-0.5,muse
855,877.1315974804077,11,10,3.6970999240875244,5,True,1.0,sing,LowConstraint,Unexpected,-0.5,-0.5,sing
1024,810.1259499074558,7,10,2.973099946975708,9,True,1.0,yell,LowConstraint,Unexpected,-0.5,-0.5,yell
871,860.9695506405753,8,8,4.10830020904541,7,True,1.0,jack,LowConstraint,Unexpected,-0.5,-0.5,jack
884,927.6355811820318,8,11,2.9121999740600586,11,True,1.0,gear,LowConstraint,Unexpected,-0.5,-0.5,gear
857,918.1935503984472,10,12,2.7283999919891357,8,True,1.0,root,LowConstraint,Unexpected,-0.5,-0.5,root
878,849.3324885167355,7,3,1.973099946975708,6,True,1.0,pulp,LowConstraint,Unexpected,-0.5,-0.5,pulp
983,918.3215129241871,12,18,3.827199935913086,8,True,1.0,beat,LowConstraint,Unexpected,-0.5,-0.5,beat
1254,909.3049581030739,10,10,2.689300060272217,9,True,1.0,pace,LowConstraint,Unexpected,-0.5,-0.5,pace
869,895.1730209566315,9,7,3.436500072479248,10,True,1.0,shop,LowConstraint,Unexpected,-0.5,-0.5,shop
1154,919.8268559261656,9,9,4.609600067138672,7,True,1.0,work,LowConstraint,Unexpected,-0.5,-0.5,work
947,915.1866927670137,10,8,4.639500141143799,9,True,1.0,talk,LowConstraint,Unexpected,-0.5,-0.5,talk
1167,797.8991233935333,6,2,2.344399929046631,6,True,1.0,oral,LowConstraint,Unexpected,-0.5,-0.5,oral
890,805.5090838507178,6,3,2.706700086593628,11,True,1.0,acid,LowConstraint,Unexpected,-0.5,-0.5,acid
1245,907.0865717154622,10,10,2.4742000102996826,7,True,1.0,sour,LowConstraint,Unexpected,-0.5,-0.5,sour
1212,712.5990054832761,6,2,0.9031000137329102,8,True,1.0,quip,LowConstraint,Unexpected,-0.5,-0.5,quip
1468,848.1319379011568,8,10,1.8387999534606934,8,True,1.0,jest,LowConstraint,Unexpected,-0.5,-0.5,jest
935,923.9762606193838,12,16,2.498300075531006,6,True,1.0,fare,LowConstraint,Unexpected,-0.5,-0.5,fare
1140,913.283099040587,10,9,2.2355000972747803,9,True,1.0,toll,LowConstraint,Unexpected,-0.5,-0.5,toll
1280,783.3273002601433,6,2,2.2788000106811523,5,True,1.0,tidy,LowConstraint,Unexpected,-0.5,-0.5,tidy
1405,844.0326103921882,9,10,2.803499937057495,8,True,1.0,neat,LowConstraint,Unexpected,-0.5,-0.5,neat
941,879.765739113927,8,7,2.799999952316284,7,True,1.0,bump,LowConstraint,Unexpected,-0.5,-0.5,bump
1221,900.0641859651105,10,13,2.884200096130371,9,True,1.0,sore,LowConstraint,Unexpected,-0.5,-0.5,sore
1206,919.4937218044822,12,12,3.588599920272827,6,True,1.0,slow,LowConstraint,Unexpected,-0.5,-0.5,slow
1440,867.2655490246094,8,7,1.7853000164031982,4,True,1.0,lull,LowConstraint,Unexpected,-0.5,-0.5,lull
985,622.143956717769,4,1,1.857300043106079,6,True,1.0,ogre,LowConstraint,Unexpected,-0.5,-0.5,ogre
989,660.2714177802668,4,0,1.1761000156402588,8,True,1.0,yeti,LowConstraint,Unexpected,-0.5,-0.5,yeti
1121,712.950649381836,4,0,1.8976000547409058,10,True,1.0,guru,LowConstraint,Unexpected,-0.5,-0.5,guru
1494,901.8609757156786,9,9,3.1623001098632812,10,True,1.0,wise,LowConstraint,Unexpected,-0.5,-0.5,wise
1000,825.8393837104352,6,0,2.178999900817871,8,True,1.0,meow,LowConstraint,Unexpected,-0.5,-0.5,meow
1043,834.3252589213593,7,4,2.0253000259399414,6,True,1.0,howl,LowConstraint,Unexpected,-0.5,-0.5,howl
1218,868.4510648749805,9,7,1.9911999702453613,6,True,1.0,bulk,LowConstraint,Unexpected,-0.5,-0.5,bulk
1365,603.3847080547224,4,1,4.24429988861084,6,True,1.0,used,LowConstraint,Unexpected,-0.5,-0.5,used
1020,883.2975253251752,8,8,4.163099765777588,11,True,1.0,five,LowConstraint,Unexpected,-0.5,-0.5,five
1314,694.3791912515838,4,1,3.039400100708008,8,True,1.0,zero,LowConstraint,Unexpected,-0.5,-0.5,zero
1360,629.8824026227987,4,0,2.659899950027466,5,True,1.0,obey,LowConstraint,Unexpected,-0.5,-0.5,obey
1382,908.6835292328918,8,5,3.390199899673462,8,True,1.0,rule,LowConstraint,Unexpected,-0.5,-0.5,rule
1075,846.3850750464337,7,3,3.3078999519348145,6,True,1.0,loud,LowConstraint,Unexpected,-0.5,-0.5,loud
1098,901.5422310948434,10,16,4.452199935913086,4,True,1.0,hear,LowConstraint,Unexpected,-0.5,-0.5,hear
1328,713.5331088460964,5,1,3.6589999198913574,6,True,1.0,kept,LowConstraint,Unexpected,-0.5,-0.5,kept
1371,883.266706720017,9,8,4.2418999671936035,5,True,1.0,took,LowConstraint,Unexpected,-0.5,-0.5,took
1110,923.4588770101494,13,17,3.0302000045776367,7,True,1.0,mile,LowConstraint,Unexpected,-0.5,-0.5,mile
1397,624.7982814053146,4,1,1.7782000303268433,4,True,1.0,afar,LowConstraint,Unexpected,-0.5,-0.5,afar
1452,630.7110371568834,4,0,2.9872000217437744,9,True,1.0,odds,LowConstraint,Unexpected,-0.5,-0.5,odds
1500,755.7561175761045,6,2,1.6812000274658203,4,True,1.0,vary,LowConstraint,Unexpected,-0.5,-0.5,vary
1166,823.0034333493393,8,9,1.3221999406814575,5,True,1.0,doze,LowConstraint,Unexpected,-0.5,-0.5,doze
1276,917.6815306918865,10,11,4.035900115966797,5,True,1.0,rest,LowConstraint,Unexpected,-0.5,-0.5,rest
1344,857.3912841311,8,5,3.9446001052856445,7,True,1.0,fact,LowConstraint,Unexpected,-0.5,-0.5,fact
1534,821.7612160186703,6,1,4.111299991607666,5,True,1.0,true,LowConstraint,Unexpected,-0.5,-0.5,true
1214,855.1663570851215,7,12,4.151500225067139,10,True,1.0,year,LowConstraint,Unexpected,-0.5,-0.5,year
1341,846.5428663568289,6,0,2.983599901199341,11,True,1.0,noel,LowConstraint,Unexpected,-0.5,-0.5,noel
1334,840.5106619809847,8,3,3.7534000873565674,5,True,1.0,less,LowConstraint,Unexpected,-0.5,-0.5,less
1537,836.5841693318262,8,4,4.695799827575684,6,True,1.0,much,LowConstraint,Unexpected,-0.5,-0.5,much
1256,845.816984115421,7,5,3.9179000854492188,6,True,1.0,hour,LowConstraint,Unexpected,-0.5,-0.5,hour
1263,876.9216434781192,9,7,4.999499797821045,5,True,1.0,time,LowConstraint,Unexpected,-0.5,-0.5,time
1364,925.3040791729742,11,15,4.327899932861328,10,True,1.0,same,LowConstraint,Unexpected,-0.5,-0.5,same
1533,705.3333669498841,5,1,1.1761000156402588,5,True,1.0,akin,LowConstraint,Unexpected,-0.5,-0.5,akin
1304,893.9794517803432,11,9,1.2553000450134277,5,True,1.0,bonk,LowConstraint,Unexpected,-0.5,-0.5,bonk
1353,815.1870297117009,8,4,1.9955999851226807,6,True,1.0,wham,LowConstraint,Unexpected,-0.5,-0.5,wham
1433,856.3681209008276,7,3,3.9416000843048096,8,True,1.0,glad,LowConstraint,Unexpected,-0.5,-0.5,glad
1492,916.1880046125091,8,10,4.0391998291015625,9,True,1.0,hate,LowConstraint,Unexpected,-0.5,-0.5,hate
1323,892.7838355360431,9,6,1.4471999406814575,8,True,1.0,dolt,LowConstraint,Unexpected,-0.5,-0.5,dolt
1325,741.7188973879781,5,0,1.9138000011444092,5,True,1.0,redo,LowConstraint,Unexpected,-0.5,-0.5,redo
1439,747.8209419736833,5,7,1.5051000118255615,8,True,1.0,zeal,LowConstraint,Unexpected,-0.5,-0.5,zeal
1444,851.1619517662175,7,3,1.770900011062622,8,True,1.0,glee,LowConstraint,Unexpected,-0.5,-0.5,glee
1358,900.2128046405775,11,10,4.145400047302246,7,True,1.0,lost,LowConstraint,Unexpected,-0.5,-0.5,lost
1368,895.9878166974219,10,10,4.627200126647949,5,True,1.0,find,LowConstraint,Unexpected,-0.5,-0.5,find
1464,885.5379327923159,9,11,5.497300148010254,6,True,1.0,have,LowConstraint,Unexpected,-0.5,-0.5,have
1501,879.9544606553369,9,9,4.947299957275391,5,True,1.0,been,LowConstraint,Unexpected,-0.5,-0.5,been
1373,722.0229246244697,6,2,2.460900068283081,5,True,1.0,cozy,LowConstraint,Unexpected,-0.5,-0.5,cozy
1391,787.8298893685404,7,4,1.8691999912261963,5,True,1.0,snug,LowConstraint,Unexpected,-0.5,-0.5,snug
1401,923.5178461650488,10,12,4.39300012588501,11,True,1.0,mind,LowConstraint,Unexpected,-0.5,-0.5,mind
1511,886.5119660990152,8,4,3.5940001010894775,7,True,1.0,soul,LowConstraint,Unexpected,-0.5,-0.5,soul
1385,889.9034033315866,8,6,4.671899795532227,8,True,1.0,help,LowConstraint,Unexpected,-0.5,-0.5,help
1438,930.1656081784074,13,20,4.393599987030029,7,True,1.0,care,LowConstraint,Unexpected,-0.5,-0.5,care
1498,637.5944987607857,4,0,2.5315001010894775,9,True,1.0,urge,LowConstraint,Unexpected,-0.5,-0.5,urge
1539,853.4381462568712,8,5,2.079200029373169,6,True,1.0,whim,LowConstraint,Unexpected,-0.5,-0.5,whim
1420,877.5555748748633,8,6,2.8685998916625977,5,True,1.0,foul,LowConstraint,Unexpected,-0.5,-0.5,foul
1515,765.6148008586167,6,8,2.2899999618530273,6,True,1.0,yuck,LowConstraint,Unexpected,-0.5,-0.5,yuck
1531,659.0292652258086,4,3,1.4149999618530273,5,True,1.0,avid,LowConstraint,Unexpected,-0.5,-0.5,avid
1548,814.5284608635966,7,5,2.359800100326538,5,True,1.0,keen,LowConstraint,Unexpected,-0.5,-0.5,keen
1458,867.4149448490929,7,5,1.8976000547409058,8,True,1.0,ploy,LowConstraint,Unexpected,-0.5,-0.5,ploy
1554,880.7204840322389,11,8,1.934499979019165,4,True,1.0,ruse,LowConstraint,Unexpected,-0.5,-0.5,ruse
155,886.0439929760662,9,5,2.3578999042510986,7,True,1.0,crow,HighConstraint,Unexpected,0.5,-0.5,crow
335,948.9575979066228,10,12,2.4547998905181885,10,True,1.0,dove,HighConstraint,Unexpected,0.5,-0.5,dove
1,918.1570108078613,11,9,1.6990000009536743,9,True,1.0,pant,HighConstraint,Unexpected,0.5,-0.5,pant
261,873.7041338301866,6,5,2.9565999507904053,13,True,1.0,jean,HighConstraint,Unexpected,0.5,-0.5,jean
135,808.2383302991993,6,1,3.0183000564575195,10,True,1.0,earl,HighConstraint,Unexpected,0.5,-0.5,earl
972,900.6562913725777,9,7,3.1064999103546143,13,True,1.0,duke,HighConstraint,Unexpected,0.5,-0.5,duke
12,892.4185299415312,6,2,2.7809998989105225,14,True,1.0,frog,HighConstraint,Unexpected,0.5,-0.5,frog
442,808.2016399397163,6,4,1.8387999534606934,10,True,1.0,newt,HighConstraint,Unexpected,0.5,-0.5,newt
157,926.5202561291401,8,8,1.5563000440597534,12,True,1.0,fowl,HighConstraint,Unexpected,0.5,-0.5,fowl
514,932.7063871217384,7,1,3.365299940109253,11,True,1.0,bird,HighConstraint,Unexpected,0.5,-0.5,bird
214,681.2063325846119,4,0,2.835700035095215,8,True,1.0,exam,HighConstraint,Unexpected,0.5,-0.5,exam
992,921.7766045214576,9,12,3.6324000358581543,11,True,1.0,test,HighConstraint,Unexpected,0.5,-0.5,test
2,796.6706838436769,7,5,2.637500047683716,10,True,1.0,robe,HighConstraint,Unexpected,0.5,-0.5,robe
781,932.4632220367051,9,11,2.4547998905181885,11,True,1.0,vest,HighConstraint,Unexpected,0.5,-0.5,vest
542,902.2225104785954,8,8,2.542799949645996,15,True,1.0,swan,HighConstraint,Unexpected,0.5,-0.5,swan
603,934.7074412404638,11,14,3.1017000675201416,15,True,1.0,duck,HighConstraint,Unexpected,0.5,-0.5,duck
369,835.4823924011729,6,4,2.004300117492676,10,True,1.0,barf,HighConstraint,Unexpected,0.5,-0.5,barf
755,933.6798649396166,8,5,2.5051000118255615,10,True,1.0,puke,HighConstraint,Unexpected,0.5,-0.5,puke
146,714.1776544075741,4,1,1.6434999704360962,11,True,1.0,zinc,HighConstraint,Unexpected,0.5,-0.5,zinc
938,923.1862921895593,10,12,3.6280999183654785,16,True,1.0,lead,HighConstraint,Unexpected,0.5,-0.5,lead
441,934.8897702478771,10,11,2.5262999534606934,10,True,1.0,mice,HighConstraint,Unexpected,0.5,-0.5,mice
905,913.6554755500474,8,5,2.176100015640259,13,True,1.0,puss,HighConstraint,Unexpected,0.5,-0.5,puss
246,756.1308649590675,5,1,2.8608999252319336,9,True,1.0,debt,HighConstraint,Unexpected,0.5,-0.5,debt
1080,918.0308317530507,9,6,3.00600004196167,9,True,1.0,loan,HighConstraint,Unexpected,0.5,-0.5,loan
721,799.2287249483901,8,4,1.5563000440597534,11,True,1.0,axes,HighConstraint,Unexpected,0.5,-0.5,axes
963,833.3901691938169,7,3,1.2303999662399292,9,True,1.0,maul,HighConstraint,Unexpected,0.5,-0.5,maul
422,922.1782766754131,6,1,2.8942999839782715,16,True,1.0,lion,HighConstraint,Unexpected,0.5,-0.5,lion
616,816.9953851964112,6,1,0.9031000137329102,9,True,1.0,puma,HighConstraint,Unexpected,0.5,-0.5,puma
566,922.5565029040936,11,12,3.4321999549865723,11,True,1.0,rose,HighConstraint,Unexpected,0.5,-0.5,rose
711,896.536349568358,7,1,3.13700008392334,10,True,1.0,lily,HighConstraint,Unexpected,0.5,-0.5,lily
439,866.2565209547656,7,7,1.9138000011444092,8,True,1.0,stag,HighConstraint,Unexpected,0.5,-0.5,stag
723,932.4086553862351,9,11,3.2360000610351562,11,True,1.0,buck,HighConstraint,Unexpected,0.5,-0.5,buck
1117,919.587339846879,8,3,4.0991997718811035,9,True,1.0,hurt,HighConstraint,Unexpected,0.5,-0.5,hurt
1152,889.5740310883548,8,7,3.6986000537872314,13,True,1.0,pain,HighConstraint,Unexpected,0.5,-0.5,pain
573,930.2720418890319,8,6,2.767199993133545,16,True,1.0,dish,HighConstraint,Unexpected,0.5,-0.5,dish
599,873.0761056437301,8,6,3.039400100708008,9,True,1.0,bowl,HighConstraint,Unexpected,0.5,-0.5,bowl
8,901.4642774622769,9,6,2.1238999366760254,7,True,1.0,gram,HighConstraint,Unexpected,0.5,-0.5,gram
1239,845.2258180873248,6,4,1.9084999561309814,10,True,1.0,kilo,HighConstraint,Unexpected,0.5,-0.5,kilo
576,879.5425651012516,8,5,2.617000102996826,11,True,1.0,pony,HighConstraint,Unexpected,0.5,-0.5,pony
680,924.9326473419826,11,18,2.1731998920440674,13,True,1.0,mare,HighConstraint,Unexpected,0.5,-0.5,mare
