WordInds,LexSemErr,ThresholdCrossingIteration,ONsize,Frequency,NumSemFeats,ThresholdWasCrossed,CorrectItemCrossed,WordThatCrossed,SemRelatedtoCompetitor_name,HasCompetitor_name,Constraint_name,SemRelatedtoCompetitor_code,HasCompetitor_code,Constraint_code,WordInput
842,122.55889713372203,2,4,1.2788000106811523,6,True,1.0,loin,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,loin
685,755.8088375835775,7,3,2.2067999839782715,7,True,1.0,duct,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,duct
693,839.0615803667818,11,13,3.14739990234375,10,True,1.0,wire,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wire
687,121.32233661584681,2,3,2.459399938583374,7,True,1.0,tomb,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tomb
1047,569.6755561879611,6,7,3.0232999324798584,6,True,1.0,bury,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bury
743,292.5663682219323,3,10,3.1682000160217285,11,True,1.0,meal,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,meal
943,770.9561326478312,9,10,2.257699966430664,4,True,1.0,hash,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hash
716,738.421030435021,8,10,4.040999889373779,10,True,1.0,fire,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fire
906,781.1830307833585,9,6,2.4828999042510986,9,True,1.0,boil,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,boil
810,759.4366028205792,9,7,2.2764999866485596,4,True,1.0,prop,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,prop
1196,678.4510341960993,8,9,1.8194999694824219,7,True,1.0,scat,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,scat
718,137.76149180026295,2,10,3.4354000091552734,9,True,1.0,band,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,band
1215,129.52875413140066,2,0,1.6720999479293823,8,True,1.0,opus,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,opus
762,738.9629947022682,8,11,2.2227001190185547,10,True,1.0,cove,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,cove
945,83.83736536984841,1,3,2.3838000297546387,8,True,1.0,gulf,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,gulf
749,717.8471454888057,7,7,3.436500072479248,8,True,1.0,note,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,note
891,64.10680624278993,1,1,2.528899908065796,8,True,1.0,memo,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,memo
757,593.8563731254824,5,0,1.3978999853134155,6,True,1.0,suds,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,suds
854,389.6634460858239,4,11,3.3176000118255615,9,True,1.0,wash,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wash
759,825.3214257661577,10,13,2.2788000106811523,9,True,1.0,mink,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,mink
944,292.6505054000555,3,5,1.6901999711990356,8,True,1.0,pelt,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pelt
799,758.4325707833666,9,6,2.8420000076293945,7,True,1.0,chop,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,chop
997,83.08368411754563,1,4,2.340399980545044,6,True,1.0,trim,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,trim
768,600.2872955719743,6,8,2.9916999340057373,11,True,1.0,site,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,site
1079,614.4232353911984,5,0,3.5822999477386475,7,True,1.0,area,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,area
825,385.0785557539553,4,7,3.187000036239624,8,True,1.0,gang,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,gang
1162,768.4941706040182,8,8,2.322200059890747,10,True,1.0,clan,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,clan
817,560.0844116799377,5,18,3.2385001182556152,10,True,1.0,male,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,male
846,82.44176206237996,1,3,2.2504000663757324,10,True,1.0,womb,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,womb
1203,696.2391219365461,6,2,2.0413999557495117,6,True,1.0,blur,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,blur
1298,121.45284932761699,2,8,4.293000221252441,7,True,1.0,seen,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,seen
823,592.6111304982057,5,0,3.337100028991699,9,True,1.0,papa,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,papa
826,696.6372374448466,6,1,2.9646999835968018,5,True,1.0,sons,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sons
886,734.3113207796465,7,2,1.6720999479293823,10,True,1.0,brie,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,brie
911,779.3630708522879,9,7,1.3617000579833984,8,True,1.0,curd,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,curd
855,744.5394974179524,11,10,3.6970999240875244,5,True,1.0,sing,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sing
1024,632.6623129766201,7,10,2.973099946975708,9,True,1.0,yell,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,yell
1072,57.39197572648635,1,2,2.6730000972747803,7,True,1.0,arts,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,arts
1408,496.2139370583491,5,7,1.9955999851226807,10,True,1.0,muse,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,muse
857,810.7270276585789,10,12,2.7283999919891357,8,True,1.0,root,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,root
878,133.9234147978854,2,3,1.973099946975708,6,True,1.0,pulp,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pulp
871,727.0749007239089,8,8,4.10830020904541,7,True,1.0,jack,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,jack
884,460.97821646587437,4,11,2.9121999740600586,11,True,1.0,gear,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,gear
869,80.70336486402316,1,7,3.436500072479248,10,True,1.0,shop,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,shop
1154,800.6541051787223,9,9,4.609600067138672,7,True,1.0,work,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,work
983,174.7365897270532,2,18,3.827199935913086,8,True,1.0,beat,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,beat
1254,801.150413849524,9,10,2.689300060272217,9,True,1.0,pace,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,pace
890,67.79334422938484,1,3,2.706700086593628,11,True,1.0,acid,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,acid
1245,210.90180659536455,2,10,2.4742000102996826,7,True,1.0,sour,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sour
947,785.252311066435,9,8,4.639500141143799,9,True,1.0,talk,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,talk
1167,640.974149792781,6,2,2.344399929046631,6,True,1.0,oral,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,oral
935,844.9246342140777,12,16,2.498300075531006,6,True,1.0,fare,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fare
1140,145.76224227811494,2,9,2.2355000972747803,9,True,1.0,toll,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,toll
1212,508.91618920913436,5,2,0.9031000137329102,8,True,1.0,quip,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,quip
1468,374.0134919836529,4,10,1.8387999534606934,8,True,1.0,jest,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,jest
941,712.5033178231644,7,7,2.799999952316284,7,True,1.0,bump,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bump
1221,821.9988023565045,10,13,2.884200096130371,9,True,1.0,sore,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,sore
1280,75.03686710280817,1,2,2.2788000106811523,5,True,1.0,tidy,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,tidy
1405,113.0085960572087,2,10,2.803499937057495,8,True,1.0,neat,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,neat
985,79.42174698883785,1,1,1.857300043106079,6,True,1.0,ogre,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,ogre
989,52.89721894703117,1,0,1.1761000156402588,8,True,1.0,yeti,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,yeti
1206,823.6490439495221,12,12,3.588599920272827,6,True,1.0,slow,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,slow
1440,757.1506839997362,7,7,1.7853000164031982,4,True,1.0,lull,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lull
1000,667.1988898488859,6,0,2.178999900817871,8,True,1.0,meow,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,meow
1043,707.3441993466478,7,4,2.0253000259399414,6,True,1.0,howl,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,howl
1121,223.07170179903378,3,0,1.8976000547409058,10,True,1.0,guru,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,guru
1494,149.59518421000288,2,9,3.1623001098632812,10,True,1.0,wise,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wise
1020,695.111363084231,7,8,4.163099765777588,11,True,1.0,five,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,five
1314,367.60415445009386,3,1,3.039400100708008,8,True,1.0,zero,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,zero
1218,112.75375050243125,2,7,1.9911999702453613,6,True,1.0,bulk,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bulk
1365,53.05390226499128,1,1,4.24429988861084,6,True,1.0,used,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,used
1075,103.36896080747547,2,3,3.3078999519348145,6,True,1.0,loud,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,loud
1098,147.8174924204901,2,16,4.452199935913086,4,True,1.0,hear,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hear
1360,436.7444342630876,4,0,2.659899950027466,5,True,1.0,obey,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,obey
1382,783.2752405286452,8,5,3.390199899673462,8,True,1.0,rule,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,rule
1110,289.0665789999022,3,17,3.0302000045776367,7,True,1.0,mile,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,mile
1397,387.5064290236316,4,1,1.7782000303268433,4,True,1.0,afar,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,afar
1328,238.11264840936005,3,1,3.6589999198913574,6,True,1.0,kept,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,kept
1371,794.8778408531754,9,8,4.2418999671936035,5,True,1.0,took,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,took
1166,648.737390198846,7,9,1.3221999406814575,5,True,1.0,doze,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,doze
1276,814.169757611778,10,11,4.035900115966797,5,True,1.0,rest,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,rest
1452,31.695210541211463,1,0,2.9872000217437744,9,True,1.0,odds,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,odds
1500,80.95651126622558,1,2,1.6812000274658203,4,True,1.0,vary,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,vary
1214,86.06487298471978,1,12,4.151500225067139,10,True,1.0,year,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,year
1341,686.4478112022622,6,0,2.983599901199341,11,True,1.0,noel,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,noel
1344,153.80851761527674,2,5,3.9446001052856445,7,True,1.0,fact,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,fact
1534,82.30106284783338,1,1,4.111299991607666,5,True,1.0,true,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,true
1256,169.690068518857,2,5,3.9179000854492188,6,True,1.0,hour,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hour
1263,614.2075198118371,6,7,4.999499797821045,5,True,1.0,time,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,time
1334,664.8567011478622,6,3,3.7534000873565674,5,True,1.0,less,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,less
1537,293.3645767776591,3,4,4.695799827575684,6,True,1.0,much,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,much
1304,456.118516297886,4,9,1.2553000450134277,5,True,1.0,bonk,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,bonk
1353,83.964492218962,1,4,1.9955999851226807,6,True,1.0,wham,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,wham
1364,823.2372493478579,10,15,4.327899932861328,10,True,1.0,same,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,same
1533,556.4828278566345,5,1,1.1761000156402588,5,True,1.0,akin,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,akin
1323,768.572304024536,8,6,1.4471999406814575,8,True,1.0,dolt,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,dolt
1325,556.0967324355407,5,0,1.9138000011444092,5,True,1.0,redo,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,redo
1433,350.2086289578202,4,3,3.9416000843048096,8,True,1.0,glad,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,glad
1492,162.44448227478725,2,10,4.0391998291015625,9,True,1.0,hate,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,hate
1358,249.8025217443716,3,10,4.145400047302246,7,True,1.0,lost,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,lost
1368,393.80314831522116,4,10,4.627200126647949,5,True,1.0,find,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,find
1439,549.7862557728158,5,7,1.5051000118255615,8,True,1.0,zeal,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,zeal
1444,732.4136935856995,7,3,1.770900011062622,8,True,1.0,glee,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,glee
1373,79.85586009371667,1,2,2.460900068283081,5,True,1.0,cozy,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,cozy
1391,57.77416487755213,1,4,1.8691999912261963,5,True,1.0,snug,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,snug
1464,794.1127418713329,9,11,5.497300148010254,6,True,1.0,have,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,have
1501,99.20053806967964,1,9,4.947299957275391,5,True,1.0,been,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,been
1385,646.5585447495724,6,6,4.671899795532227,8,True,1.0,help,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,help
1438,859.0179745669245,12,20,4.393599987030029,7,True,1.0,care,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,care
1401,126.60874793510952,2,12,4.39300012588501,11,True,1.0,mind,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,mind
1511,224.71149006700625,3,4,3.5940001010894775,7,True,1.0,soul,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,soul
1420,769.3900292304154,8,6,2.8685998916625977,5,True,1.0,foul,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,foul
1515,73.72948285014293,1,8,2.2899999618530273,6,True,1.0,yuck,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,yuck
1498,141.28483342173914,2,0,2.5315001010894775,9,True,1.0,urge,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,urge
1539,72.18250474463126,1,5,2.079200029373169,6,True,1.0,whim,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,whim
1458,84.35412255452529,1,5,1.8976000547409058,8,True,1.0,ploy,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,ploy
1554,792.9972682847863,10,8,1.934499979019165,4,True,1.0,ruse,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,ruse
1531,439.09888907266196,4,3,1.4149999618530273,5,True,1.0,avid,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,avid
1548,685.635215513703,7,5,2.359800100326538,5,True,1.0,keen,Unrelated,NoCompetitor,Low,-0.5,-0.5,-0.5,keen
1,833.2325715511219,10,9,1.6990000009536743,9,True,1.0,pant,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,pant
261,715.2253748815685,6,5,2.9565999507904053,13,True,1.0,jean,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,jean
155,761.9128771690117,8,5,2.3578999042510986,7,True,1.0,crow,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,crow
335,821.0404126112214,9,12,2.4547998905181885,10,True,1.0,dove,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,dove
12,712.0146530672727,6,2,2.7809998989105225,14,True,1.0,frog,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,frog
442,649.84968953645,6,4,1.8387999534606934,10,True,1.0,newt,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,newt
135,198.21880723024591,2,1,3.0183000564575195,10,True,1.0,earl,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,earl
972,774.2023029428806,9,7,3.1064999103546143,13,True,1.0,duke,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,duke
214,487.21966360740845,4,0,2.835700035095215,8,True,1.0,exam,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,exam
992,578.8085920412402,5,12,3.6324000358581543,11,True,1.0,test,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,test
157,766.6236098396836,8,8,1.5563000440597534,12,True,1.0,fowl,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,fowl
514,777.0828201443859,7,1,3.365299940109253,11,True,1.0,bird,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,bird
542,746.9004765720525,8,8,2.542799949645996,15,True,1.0,swan,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,swan
603,852.005880930704,10,14,3.1017000675201416,15,True,1.0,duck,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,duck
2,639.8988585790173,7,5,2.637500047683716,10,True,1.0,robe,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,robe
781,793.7420672724693,9,11,2.4547998905181885,11,True,1.0,vest,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,vest
146,475.64846186102443,4,1,1.6434999704360962,11,True,1.0,zinc,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,zinc
938,839.8506328021427,10,12,3.6280999183654785,16,True,1.0,lead,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,lead
369,686.816014097776,6,4,2.004300117492676,10,True,1.0,barf,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,barf
755,786.0452732231413,8,5,2.5051000118255615,10,True,1.0,puke,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,puke
246,547.7015843397198,5,1,2.8608999252319336,9,True,1.0,debt,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,debt
1080,794.954185381325,9,6,3.00600004196167,9,True,1.0,loan,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,loan
441,805.9371919049232,10,11,2.5262999534606934,10,True,1.0,mice,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,mice
905,767.8659521672113,8,5,2.176100015640259,13,True,1.0,puss,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,puss
422,650.0136707325631,6,1,2.8942999839782715,16,True,1.0,lion,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,lion
616,649.2029675047158,6,1,0.9031000137329102,9,True,1.0,puma,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,puma
721,651.2649455080239,8,4,1.5563000440597534,11,True,1.0,axes,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,axes
963,689.7158945060046,7,3,1.2303999662399292,9,True,1.0,maul,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,maul
439,738.976625960017,7,7,1.9138000011444092,8,True,1.0,stag,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,stag
723,812.7652506784453,9,11,3.2360000610351562,11,True,1.0,buck,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,buck
566,829.0305020482347,10,12,3.4321999549865723,11,True,1.0,rose,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,rose
711,731.3427142923625,7,1,3.13700008392334,10,True,1.0,lily,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,lily
573,806.6347614855162,8,6,2.767199993133545,16,True,1.0,dish,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,dish
599,748.8136832668824,8,6,3.039400100708008,9,True,1.0,bowl,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,bowl
1117,790.935994303789,7,3,4.0991997718811035,9,True,1.0,hurt,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,hurt
1152,772.6325565976424,8,7,3.6986000537872314,13,True,1.0,pain,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,pain
576,783.0632982753974,8,5,2.617000102996826,11,True,1.0,pony,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,pony
680,829.3484044810684,10,18,2.1731998920440674,13,True,1.0,mare,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,mare
8,738.2234063687886,7,6,2.1238999366760254,7,True,1.0,gram,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,gram
1239,692.5590200890035,6,4,1.9084999561309814,10,True,1.0,kilo,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,kilo
620,715.6519471894393,7,6,3.200900077819824,10,True,1.0,bath,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,bath
684,815.3312654491934,11,12,2.936500072479248,8,True,1.0,sink,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,sink
946,827.0706798864161,9,11,1.7559000253677368,13,True,1.0,gull,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,gull
1261,844.5088110743127,11,15,1.5681999921798706,9,True,1.0,coot,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,coot
623,417.6647489117287,4,10,2.789599895477295,14,True,1.0,dime,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,dime
909,793.3018811204263,8,10,2.684799909591675,12,True,1.0,cent,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,cent
118,61.665750464150435,1,0,2.433000087738037,7,True,1.0,nova,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,nova
709,560.5486291145795,5,9,3.618000030517578,13,True,1.0,star,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,star
1437,846.4726759911413,11,16,1.544100046157837,9,True,1.0,lore,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,lore
1466,577.928231365004,5,3,2.547800064086914,6,True,1.0,myth,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,myth
270,788.5548923831936,9,7,2.285599946975708,10,True,1.0,pact,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,pact
1255,791.6237859932667,9,14,4.124899864196777,11,True,1.0,deal,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,deal
41,800.8753404803876,9,7,2.6989998817443848,12,True,1.0,silk,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,silk
610,565.6779580055861,5,6,2.2095000743865967,9,True,1.0,wool,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,wool
1251,600.9428403153826,6,10,2.761899948120117,8,True,1.0,rage,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,rage
1311,738.4371884869872,7,2,2.29229998588562,8,True,1.0,fury,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,fury
510,762.2195499824531,7,3,3.629300117492676,14,True,1.0,fish,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,fish
585,525.4762728178348,5,2,2.6117000579833984,12,True,1.0,tuna,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,tuna
910,556.7326865821259,5,4,1.857300043106079,8,True,1.0,wept,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,wept
1150,718.1874413646498,7,3,1.462399959564209,7,True,1.0,bawl,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,bawl
937,88.87206688312763,1,8,3.8190999031066895,7,True,1.0,king,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,king
1003,212.4427311543217,2,1,1.3009999990463257,9,True,1.0,tsar,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,tsar
22,691.6594521316395,7,5,2.4065001010894775,12,True,1.0,herb,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,herb
241,786.4365336284121,9,12,1.954200029373169,11,True,1.0,sage,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,sage
26,201.3799199191748,2,5,2.3784000873565674,10,True,1.0,limb,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,limb
692,588.5814633945741,5,7,4.154200077056885,11,True,1.0,hand,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,hand
30,391.761681440652,4,2,1.9911999702453613,11,True,1.0,knit,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,knit
1034,712.8060170891165,6,2,1.8260999917984009,10,True,1.0,sewn,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,sewn
57,127.4772847276486,2,7,2.7723000049591064,11,True,1.0,plot,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,plot
1222,496.40516171715154,5,13,2.7874999046325684,11,True,1.0,tale,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,tale
61,769.1075446552146,9,7,1.9589999914169312,6,True,1.0,dung,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,dung
138,794.2187156855636,9,7,3.4986000061035156,7,True,1.0,crap,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,crap
62,441.92168723813904,4,0,0.3009999990463257,8,True,1.0,lynx,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,lynx
595,853.782177057478,11,16,2.29229998588562,8,True,1.0,hare,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,hare
275,50.85776011820216,1,0,0.9031000137329102,13,True,1.0,ovum,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,ovum
821,484.78857285422583,5,10,3.4428999423980713,11,True,1.0,cell,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,cell
92,783.9555669125467,10,11,2.609600067138672,10,True,1.0,tuck,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,tuck
1287,785.1702306623926,9,9,2.851300001144409,8,True,1.0,darn,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,darn
240,761.5316453360819,8,4,2.478600025177002,11,True,1.0,glue,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,glue
815,294.22196613351736,3,1,1.0,14,True,1.0,inks,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,inks
141,692.9596782830596,7,10,2.5694000720977783,10,True,1.0,tick,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,tick
587,669.3942189558505,7,5,2.2304000854492188,8,True,1.0,flea,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,flea
213,112.19909195661702,1,0,1.2553000450134277,11,True,1.0,onyx,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,onyx
836,706.8177520423521,6,3,2.4149999618530273,9,True,1.0,jade,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,jade
142,721.228206898719,6,1,2.56469988822937,12,True,1.0,glen,Unrelated,HasCompetitor,High,-0.5,0.5,0.5,glen
