Word,Meanings,labels,newMeaning,features,keep_semfeat
cock,Is a male chicken,3291,Is a male chicken Is a male chicken Male adult chicken Is male Can be male or female Composed of male members Can be a male or female Can be a male or a female Is female Is female Is a male parent Human males Present in both males and females Present in both males and females Is female Male ruler Is a male ruler Is male Is male Could be seen as the male counterpart Male gender Does not have a gender,male_female_chicken_males_ruler,True
cock,Fertilizes eggs,3632,Fertilizes eggs Fertilizes eggs Fertilizes eggs Is fertilized by sperm Fertilized by sperm Is fertilized by a sperm cell Is fertilized by sperm Can be fertilized for better growth Can be fertilized Associated with fertility in cultures Can be fertilized Produces sperm Refers to the biological sex that produces sperm Involved in the process of fertilization Produces sperm Produces sperm Is the site of implantation for a fertilized egg Can ejaculate semen,sperm_fertilized_fertilizes_eggs_produces,True
alum,Is a chemical compound,251,Is a chemical compound Is a compound Is a compound Is a compound Is a component of various compounds Can be a single compound or a combination Can be a single compound or a combination Is a chemical compound Is a chemical compound Is a chemical compound Is a chemical compound Made of chemical compounds Can be a chemical compound in chemistry,compound_chemical_compounds_combination_single,True
alum,Used in water purification,917,"Is used to transport water Used for watering plants Used to convey water Used to fill swimming pools Used for watering plants Used in rivers, lakes, or calm seas Used on rivers Used on rivers or lakes Used in water purification Is used in water purification Is used in water purification Is used in water purification Used for transportation in water. Used for water drainage Can be used for stormwater management Used in both freshwater and saltwater Used in both fresh and saltwater environments Used in both freshwater and saltwater environments Is used in design to create a modern or aquatic feel. Is used in the names of water-based businesses and products Is used in aquaculture Used in aquaculture Used in water systems Used in water systems Used in water wells Used in aquariums Is used on inland waterways Commonly used to hold water Used for extracting oxygen from water Is used in sandbags for flood control Is used as fresh water in some regions Used in rivers, lakes, and oceans Used in both freshwater and saltwater environments Used with water Is used with water Used in water softening Is used in saline solutions Used in water softening systems Used for water source Used in plumbing Used in plumbing Can be used to collect rainwater Used in plumbing Used for water control Used in water management Used for water control Used to direct rainwater away when on a building Used to be used in plumbing Has been used in pipes and plumbing Used in weather monitoring Can be used to bail water from a boat Used for getting drinking water Used in water saving Used for accessing water Used for accessing water Used for accessing water Used for water supply Used for accessing water",water_used_plumbing_accessing_purification,True
alum,Has astringent qualities,2026,Has medicinal properties Has medicinal properties Has medicinal properties Has medicinal properties Has culinary and medicinal varieties Has medicinal properties Has astringent qualities Has astringent properties Has astringent properties Has astringent properties May have medicinal properties Has medicinal properties Has medicinal properties Has medicinal properties Has medicinal properties Has medicinal properties Some have medicinal properties Can have medicinal properties Has anti-inflammatory properties Has medicinal properties Has anti-inflammatory properties Can have medicinal properties,medicinal_properties_astringent_inflammatory_anti,True
alum,Comes in crystal form,3670,"Comes in powder form Commercially available in powder or pre-made form Comes in crystal form Can be found in a powdered or crystal form Comes in powdered or crystal form Comes in crystal form Comes in crystalline powder form Powder or crystalline form Comes in powdered or syrup form Comes in powdered form Comes in powdered or syrup form Comes in pellets, flakes, or powder form May come in pellets, flakes, powders, or blocks Forms black powdery masses",powdered_form_comes_powder_crystal,True
alum,Has a sour taste,987,Has a sour flavor Has a sour flavor Has a sour taste Has a sour taste Has a sour taste Has a sour taste Has a sour taste Has a distinctive sour taste Has a sour smell Has a faint sour taste Can leave a sour taste in the mouth Often has a sour or bitter taste May be bitter or sour Can be bitter or sour Associated with sourness Associated with sourness Has a sour taste Sour taste Has a sour taste Tastes sour Has a slightly sour smell,sour_taste_bitter_sourness_smell,True
alum,Used in baking powder,2373,"Used in baking pastries Used in baking Can be used in baking Used to cover baking surfaces Used in baking powder Can be used in baking powder Can be used in baking powder Is used in baking powder Used in baking (e.g., baking tray) Is used for baking Used for baking Used for baking Is used in baking Is used in baking Is used in baking Often used in baking Is used in baking, like cookies Used in some baked goods recipes Can be used in baking Can be used in baking Used in baking Used in baking Used in bread-making Is used in muffins Often used for bread, cakes, pastries Used for making bread Used in baking Is used in baking Is often used in baking",baking_used_powder_bread_pastries,True
alum,Is soluble in water,2054,Is soluble in water Is soluble in water Is soluble in water Is soluble in water Formed from a solution Can dissolve many substances Low concentration in terms of chemical solutions Dissolves over time Is soluble in water Is soluble in water Is soluble in water Is soluble in water Can create electrolyte balance when dissolved Can contain solutes in a solution Can be dissolved by the body naturally May dissolve naturally over time May require medication to dissolve Can be dissolved with medication Is soluble in solvents like alcohol,soluble_water_dissolve_dissolved_solution,True
alum,Used in dyeing processes,2867,"Used in dyeing processes Is used in dyeing and tanning leather Used for dyeing fabrics Can be used in dyeing Dyes fabrics May use different dyeing processes Requires chemicals or natural dyes Used for dyeing materials Requires dye substances Utilizes heat in the dyeing process Regulates temperature during the dyeing process Uses dyes Might use heat in dyeing process Utilizes various dyeing methods (e.g., batik, tie-dye) Dyes textiles Dyes yarn Dyes fabric Uses chemical dyes May use natural dyes Used in some cultures as a natural dye Can be a natural or synthetic dye Can be a natural or artificial dye Can be made from carbon black or other dyes",dyeing_dyes_dye_natural_process,True
alum,Used in tanning leather,2371,"Can be used in oral care products Used in the manufacturing of cosmetics Can be used in cosmetics Is used in cosmetics Is used in cosmetics Is used in cosmetics Used in cosmetics Used in cosmetics and skincare products Used in polishes and sealants Often used in polishes and coatings Used in cosmetics like lip balms Used in tanning leather Can be used as an antiperspirant Is used in antiperspirants Is used in antiperspirants Used for lips, hands, or body Used on lips Used on body Used on lips Used on products Used on products Used to soften or moisten substances Used in natural skincare products Used in therapeutic mud masks Used in personal adornments Used on the body Used in beauty products Used in personal care products (e.g., shaving foam) Used in skincare Used in cosmetics and pharmaceuticals Used in skincare products Is used in skincare products Is used in skincare products Is used in skincare products Can be used for skincare Can be used in skincare products, like creams and lotions May be used in beauty products Is used in some hair and face treatments May be used in cosmetic products Is used in the cosmetic industry Used in traditional medicine and tanning leather Used for tattoos on skin Can be used on skin surfaces Might be used in cosmetics, like face masks or lotions Used in cosmetics Used in chemical peels for skin care Used in chemical peeling in dermatology Used on various surfaces, from skin to countertops Commonly used in baby products for girls Used in makeup (foundation) Used in cosmetics Common in beauty products Used in makeup, like blush and lipstick Is used in sandpaper Is used in sandpaper",used_cosmetics_products_skincare_lips,True
clad,Can imply being covered,3029,Lacks covering Lacks covering Lacking covering Can imply being covered Can mean to coat or cover with another material Can relate to protective coverings Refers to the action of covering or coating a material Enhances durability of the object it covers Provides overhead cover Is a surface covering Is a surface covering Is a surface covering Covered by a protective flap called the operculum Used as a cover Acts as a protective cover Used as a protective cover Covered with lightweight material Covered with lightweight material Hard covering Hard covering Hard covering Is covered in down when young Protective covering Is a protective covering Is a protective covering Is a protective covering Is a protective covering Covers the top of a structure Enclosed in a protective outer covering Can be minimized with protective covers Is the outer covering Surrounded by protective glass or boards Is a covering Is a covering Uncovered Can involve covering oneself Suggests one thing covering another Indicates a covering or layering Associated with a physical or metaphorical covering or blanket Suggests a condition of being covered by something,covering_protective_covered_cover_covers,True
clad,Associated with layers,3452,"Surrounded by other layers In the Earth, it is the innermost layer In earth science, the innermost layer Can signify a layer or stratum in geology Refers to a layer or level within a system Is a layer Involves layering material over itself Associated with layers Indicates a protective layer Refers to the layering of different materials Has an outer layer called periosteum Forms in layers Can indicate an uppermost layer Can be used to describe layers, as in cake toppings Enclosed within a protective layer called the zona pellucida Has different layers (topsoil, subsoil) Has layers known as horizons Has different layers (topsoil, subsoil, bedrock) Has layers like an onion Has layers like an onion Forms a hard layer Is a layer of skin Suitable for layering May have layers, according to ""Shrek"" Thin layer Is a layer that forms on the surface of water Layer on top of liquid Layer of dirt or impurities Can be the bottom layer or the starting point Can have layers visible Has a layered structure Can result in a thin layer Related to removing a top layer Connotes the creation of a base or preparation layer",layer_layers_layering_subsoil_innermost,True
clad,Often relates to armor or protective gear,108,"Often relates to armor or protective gear Denotes being dressed, outfitted, or equipped Can imply being dressed or covered Typically refers to attire or outfit Denotes form of dress with particular properties Can be used to refer to layers of clothing or covering oneself For clothing, refers to the part covering the buttocks Used in the phrase ""in the buff"" to mean naked Describes nudity when ""in the buff"" Can denote the state of being dressed in something Denotes the act of having clothes on one's body Refers to the past tense of wear Implies a person was dressed or adorned with something Suggests the action of dressing Can refer to an outlandishly dressed person",dressed_buff_denotes_covering_clothing,True
clad,Can improve thermal insulation,122,Acts as insulation Can improve thermal insulation Creates a protective or insulating layer Used to improve thermal or acoustic insulation Is a source of down feathers for insulation May have insulation for warmth Thermal insulation is crucial Uses insulation to retain heat Provides thermal insulation Insulates against temperature and noise Has insulation Has insulation surrounding the conductor Can provide insulation Provides insulation Serves as insulation Has insulation Insulates well against temperature and sound Can have insulation Insulates against heat loss Provides insulation Helps to insulate the window or door May contribute to insulation Insulates against cold Provides insulation Provides insulation from desert heat Provides insulation against heat Provides insulation Functions as insulation Acts as insulation to retain heat (in food wraps) Insulates against cold Insulates against cold May serve as a protective layer or insulation Implies a lower level of insulation compared to thicker objects Low thermal insulation Provides insulation Provides insulation Provides insulation Provides insulation,insulation_provides_insulates_thermal_heat,True
toad,Is an amphibian,813,Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Is an amphibian Present even in some larval stages of amphibians May have frogs and other amphibians,amphibian_amphibians_larval_frogs_stages,True
toad,Can jump long distances,2229,Jumps long distances Can jump Can jump long distances Can jump long distances Can jump Can jump Can jump Cannot jump Cannot jump or fly Can jump long distances Can jump long distances Can jump long distances Can jump long distances Can jump long distances Can jump Can jump high Can leap and climb trees Is agile and can jump long distances Can jump high fences Can leap great distances Can leap great distances,jump_distances_long_leap_great,True
toad,Lays eggs in clusters,401,Lays eggs in water Lays eggs in water Lays eggs Lays eggs in water Lays eggs Lays eggs in clusters Lays eggs Lays eggs in water Lays eggs in water Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lay eggs (nits) Lay eggs called nits Lay eggs called nits Lays eggs Lays eggs Lays eggs Lays eggs Breeds by laying eggs Breeds by laying eggs Breeds by laying eggs Lays eggs Lays eggs in water Lays eggs Lays eggs in water Lays eggs that are typically speckled or plain white Lays eggs Females lay numerous eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Reproduces by laying eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs in moist environments Has a queen that lays eggs Lays eggs Lays eggs Lays eggs Features nesting boxes for egg-laying Promotes the laying of eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs Lays eggs,lays_eggs_laying_water_lay,True
toad,"Has a wide, squat body",2572,"Has a wide, squat body Has a squat body Has a squat body Has a squat body Is crucial for squat movements Features hip gyrations Is a term for buttocks Refers to the buttocks Is a colloquial term for buttocks Is anatomically above the thighs Is pivotal for squatting Is the buttocks in humans Displays a toned body Has a squat body",squat_buttocks_body_gyrations_squatting,True
toad,Eats insects,1460,"Eats insects Eats insects Eats insects Eats insects Eats insects Eats insects Primary diet consists of invertebrates Eats seeds and insects Eats insects and seeds Eats insects and seeds Eats insects Eats insects and seeds Can be food like worms or insects Feeds on other insects Eats insects Eats insects Eats insects and small invertebrates Feeds on insects and spiders Eats insects and spiders Eats seeds, insects, or small animals Eats seeds, insects, or other animals Eats seeds, insects, or small animals Eat insects Eat insects Eat insects Eats insects and worms Eats insects and worms Eats insects and worms Eats insects and worms Eats insects Feeds on insects, seeds, and fruit",insects_eats_seeds_worms_feeds,True
toad,Has parotoid glands,1810,Has lupulin glands that secrete yellow lupulin Has parotoid glands Has parotoid glands Has parotoid glands Has parotoid glands May reduce the risk of mammary tumors Reduced risk of ovarian and mammary cancers Home to the thyroid gland Is produced by mammary glands Produced by lacrimal glands Is produced by the lacrimal glands Is a mammary gland Is mammary gland Contains mammary glands Part of the female mammary gland Is part of the mammary gland Is a mammary gland Part of the mammary gland Has mammary glands Possesses mammary glands,mammary_glands_gland_parotoid_lupulin,True
toad,Excretes toxins,2765,Contains toxins in some species Is capable of producing mycotoxins May produce mycotoxins Excretes toxins Produces a toxin Produces toxins Emits toxins as defense Produces lanolin Produces lanolin Produces venom Is a defense mechanism against ingested toxins Can secrete toxins from skin Plays a role in removing toxins from the body Assists in the removal of toxins Helps eliminate toxins Can be a reflex to toxins Can be a response to toxins May produce mycotoxins Biologically linked to chemicals like oxytocin,toxins_mycotoxins_produces_lanolin_defense,True
toad,Has warty skin,2438,"Has a brown, thin skin Has a brown, rough skin when unpeeled Has warty skin Has bumpy, warty skin Has bumpy skin Has soft skin Has soft skin Has soft skin Has soft skin Has brown, fuzzy skin Has brown, fuzzy skin Has brown, hairy skin Has brown, fuzzy skin Has skin Has soft skin Has soft skin Has soft skin Has a thin skin Has a thin, edible skin Has skin Has skin Has skin Has skin Has smooth skin Has smooth skin Has smooth skin Has a thin skin Has smooth skin",skin_brown_soft_smooth_fuzzy,True
toad,Breathes through skin,257,Breathes through skin Breathes through skin and lungs Breathes through skin and lungs Breathes through lungs as an adult Breathes through skin Breathes through its skin Breathes through skin Breathes with lungs Breathes through skin Breathes through skin Breathes through skin when underwater Breathes through lungs and skin Involved in skin breathing Allows skin to breathe Breathes underwater Breathes through gills Breathes underwater Breathes underwater Breathes through its skin Breathes through its skin Is used to breathe Breathes underwater Breathes through its skin Breathes through a respiratory opening Does not breathe,breathes_skin_lungs_underwater_breathe,True
sole,Is a type of fish,1664,Can be done to fish Can be a fish Is a type of fish Is a type of fish Is a type of fish Associated with fish when eaten Often linked with fish when referring to edibility Can be used to describe fish with a lot of bones Attracts fish Attracts fish Causes fish to bite Target specific species of fish Is a fish Is a popular game fish Is a fish Is a popular game fish Is a fish Predatory fish Is a fish Can be tunable or non-tunable Fish is commonly eaten on Fridays Fish becomes a common substitute for meat Can be related to a group of fish caught at once Is a fish Is a fish Is a popular angling fish Is a fish Is a popular game fish Is a fish Essential for fish survival May be used to identify certain fish species Located on the sides of fish beneath their scales Governs water and ion balance in fish Often covered by an operculum in fish Is a fish Is a freshwater fish Is a freshwater fish Is edible and considered a game fish Is a fish Home to fish Is a fish Is a species of saltwater fish Is a fish Is a fish Is a fish Has a high mercury content compared to other fish Is a popular game fish Considered seafood Attracts fish when near water Contains various species of fish Starfish arms count Attracts fish Consists of fish parts Attracts fish Consists of fish parts Composed of fish parts Attracts fish Is made of fish parts Associated with fish behavior Supports freshwater fish species,fish_attracts_game_popular_species,True
sole,Flat body,521,"Flat body Has a flat body Flat body Has a flat body Has a flat body Has a flat body Has a flat body Has a flat head Has a flat, wide head Flat head on the opposite end Has a flat head Has a flat head Has a flat head Flat head on the other end Has a flat body Has a flat body Has the shape of a person's head and shoulders Features a long nose or flat front design",flat_head_body_end_shoulders,True
sole,Has both eyes on one side of its body,1055,Has both eyes on one side of its body Has both eyes on one side of its head Has both eyes on one side of its head Possesses two stalked eyes Has two eyes Has two eyes Has eyes Has two eyes Has two eyes Has large eyes Has red eyes Has a red eye Has red eyes Has red eyes Can have two lenses Refers to having one or more eyes Can be used to describe something having one or more eyes,eyes_two_red_one_side,True
sole,Camouflages with the seabed,1274,Uses camouflage Has camouflage capabilities May camouflage for protection Has adaptive camouflage or defense mechanisms May camouflage for protection Camouflaged coat Exhibits camouflage for protection Camouflaged against predators Has white spots for camouflage Exhibits camouflage Exhibits camouflage Camouflages with the seabed Camouflages with the seabed Camouflages with the sea floor Camouflages with the environment Camouflages with its environment Often camouflaged Camouflages with environment Can be camouflaged Often painted in camouflage colors Camouflaged when resting Can be camouflaged May be camouflaged Utilizes camouflage techniques Often camouflaged May involve camouflage or hiding,camouflage_camouflaged_camouflages_seabed_protection,True
sole,Is edible,205,"Is edible Is edible Is edible in some species Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Non-edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible The entire plant is edible Is edible Is edible Edible by humans Is edible Is edible Is edible Is edible Is edible Is edible Is edible The skin is edible, though not commonly eaten Is edible Is edible Is edible Is edible (some species) Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Edible Is edible Is edible Edible for humans Is edible Is edible Is edible Is edible Is edible Is edible Can be edible Can be edible or inedible Is edible Indicates something edible Is edible. May be edible Can be edible Can be edible Can be edible Not always edible Is edible Is edible Is edible Eat is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible Is edible",edible_species_humans_inedible_though,True
sole,Is a bottom-dweller,258,Has a flat bottom Is a bottom-dweller Bottom-dweller Bottom dwellers Results in an object resting at the bottom Often leads to settling at the bottom Has a mesh or perforated bottom Has a mesh or perforated bottom Results in resting on the bottom Has a flat bottom Has a flat bottom Has a flat bottom Has runners or a smooth flat bottom Has a bulbous bottom and tapers towards the top Has a rounded bottom and tapering top Has a rounded bottom and tapered top Typically has a flat bottom Often has a threshold at the bottom May have a reinforced bottom May have a flat bottom Often has a flat bottom The bottom is commonly firm and stable Often has a rocky or pebbly bottom Often has a natural or artificial hard bottom Has a flat bottom Has a flat bottom Has a flat bottom Has a flat bottom Often has a flat bottom Has a wider top and narrower bottom May be difficult to measure or reach the bottom,bottom_flat_top_dweller_perforated,True
bale,Is a bundle,2184,May offer bundled products Is a bundle Is a bundle Is a bundle A bale is a large bundle Refers to a small bundle Is a stratagem,bundle_bale_stratagem_bundled_offer,True
bale,Often made of hay or straw,2949,"Often made of hay or straw Often refers to hay or straw Can be made of hay Can be made of straw Often made of hay, straw, or cotton Contains hay or straw Contains hay or straw Can refer to a small bundle of straw or hay Represents a small bunch of something, like hair or straw Can be made of straw or fine materials Can refer to a small bunch of hay, straw, or similar substance Often consumed with a straw Often made of fabric or straw Utilized in using straws Used with straws",straw_hay_made_straws_bunch,True
bale,Tied with twine or wire,3832,"Has ropes or lines attached Has ropes or lines Has ropes or lines Tensioned by ropes or lines called sheets Tied with twine or wire Tied with twine or wire Often wrapped in twine, netting, or wire Used in making ropes Attached to a wire Holds various types of line or wire Associated with rope Associated with ropes or handles Associated with ropes, handles, levers Increases tension in ropes, cables, or chains Often describes strings, ropes, or cables Can refer to rope or cord Can refer to a rope or cable when pulled tight Often describes ropes or wires Involves a rope, wire, or hook Involves a rope, string, or wire Often involves a hook, nail, string, or rope Relies on support such as a hook, rope, or branch Indicates the unraveling of cloth or rope edges",ropes_rope_wire_twine_lines,True
bale,Used in agriculture,2788,"Used in agriculture Used in agriculture Used in agriculture Is used in agriculture Used in agricultural settings Used in farming Used for agriculture Used in agriculture Sometimes used in agriculture or industry Used in agriculture Used in agriculture Used in the food production industry Is used in agriculture for planting Used in farming Commonly used in agriculture Used in various settings like supermarkets, farms, or construction sites Used in gardening and agriculture Used in gardening and agriculture Used in agricultural waste Used in farming Used in agriculture Used for farming Used in farming Historically used for agricultural work Historically used for labor in agriculture Is used in agriculture for crop production Used for planting crops Used in agriculture Is used in agriculture Is used in agriculture Used in agriculture as a soil conditioner Used for clearing land in agriculture Used for growing crops Used for agriculture Used for agriculture Used for agriculture Is used for agriculture Used for agriculture Used for agriculture Is used for agriculture Used in agriculture Used in agriculture Used in farming settings Used in agriculture and farming Used by farmers Used for agriculture Used for agriculture Used as manure in agriculture Used in agriculture Used in farming Used primarily in agriculture Used in agriculture Used in agriculture Used in agriculture Used in agriculture to promote growth Used in agriculture Used in agriculture Historically used in agriculture Used by farmers and gardeners May be used for agriculture Used in agriculture Used in agriculture Commonly used in agriculture Used by farmers or ranchers Often used in animal agriculture Used in agriculture and husbandry Used in agriculture Commonly used in agriculture, like bulk grain Used to describe commodities like grains, oil, etc.",agriculture_used_farming_farmers_agricultural,True
bale,Stored in barns or open fields,2688,"Stored in barns or open fields Stored in barns or fields Is stored in barns Stored in barns or open fields Often held in warehouses or large spaces Often held in large warehouses or open fields Has storage facilities for raw materials Stores tools Is stored in magazines or belts for use Stores propellant Is stored in magazines or clips Often stored in sheds or garages Can have a shed for storing tools Stores ammunitions inside Stores easily when not in use Often stored in garages or trunks Stores bulk materials Stores bulk materials Stores things like fishing line, hose, film, or thread Used to wind or store Can be stored in buckets Stored into piles or shelves Stored in warehouses Stored in warehouses",stored_stores_barns_warehouses_fields,True
bale,Used for feeding livestock,460,Used for feeding livestock Is used as animal feed Used as livestock feed Used in livestock feed Used as livestock feed Is used as livestock feed Used in animal feed Feeds livestock Can be used as animal feed Can be used as livestock feed Can be used to feed livestock Is used as livestock feed Can be used as animal feed Used in animal feed Is used in animal feed Can be used as animal feed Can be used as animal feed Feeds livestock Preserves feed for livestock Can be associated with feed mills Used for fermenting forage for livestock feed (as in a silage silo) Used to store silage for animal feed Can be used in automated feeding machines Used in cattle herding Is used in animal feed Used in animal feed Used in animal feeding Used as animal feed Serves as animal feed especially on farms,feed_livestock_animal_used_feeding,True
bale,Can be heavy,3456,Can be heavy Is heavy Can be heavy Can be heavy Can be heavy Can be in weight Can be light or heavy Can be heavy or light depending on size and material Is heavy Can be heavy to carry Can be light and fluffy or wet and heavy Is heavy Is heavy Is heavy Can be heavy Can be heavy and cumbersome Can be heavy or lightweight Can be heavy when full Can be heavy or light Can be heavy Is heavy Is heavy Heavy and difficult to move,heavy_light_cumbersome_fluffy_lightweight,True
bale,Is shaped in a rectangular or round form,2864,"Rectangular or rounded shape Usually rectangular Has a rectangular shape Is shaped in a rectangular or round form Has a rectangular shape Can be round or rectangular Indicates an object with a rectangular or square profile Is rectangular Often rectangular in shape Comes in a rectangular block Forms squares or rectangles Forms squares or rectangles Forms squares or rectangles Forms squares or rectangles Rectangular or square in common use Is rectangular Rectangular in shape Can be rectangular Can be rectangular, square, round, or oval Often rectangular or circular Often rectangular or oval Typically rectangular Can be round or square in cross-section Can be rectangular Is a rectangular piece of material Rectangular in shape Usually rectangular Is rectangular Typically rectangular Can be L-shaped or rectangular Often has a rectangular shape Typically rectangular or square Usually rectangular Has a rectangular shape Rectangular in most cases Often rectangular Has a rectangular shape Typically rectangular but can come in various shapes Typically rectangular-shaped Often has a rectangular shape Has a rectangular or round shape Comes in square or rectangular shapes Has a rectangular, square, or other geometric shape Often rectangular Can be rectangular, circular, or square Typically rectangular with rounded corners Typically rectangular in shape Typically has a square or rectangular shape Rectangular in shape Usually rectangular in shape Often rectangular in shape Rectangular in cross-section Typically rectangular in shape Typically rectangular in shape Often rectangular Often square or rectangular shaped",rectangular_shape_square_round_rectangles,True
bale,Transported by tractors or trucks,3693,"Can be done in cargo areas Transported by tractors or trucks Transported on trucks or tractors Transported on trucks or tractors Transported on trucks or tractors Travels by hitchhiking or hopping freight trains May ride freight trains May ride freight trains Has cranes for moving goods May involve vehicles such as trucks or ships May use vehicles, such as trucks or carts Can be rolled and transported Can be transported by trucks or rails Transported by trucks, planes, and trains Transported via trucks, planes, and delivery personnel Has a shuttle to insert the weft Involves a shuttle or rapier to insert the weft Can be loaded onto trucks May require transportation by plane, train, car, boat, etc. May require transportation Can be transported May have a rail system for ore transport May contain rails or conveyors for transporting materials Might require special handling or transportation Might be difficult to transport",trucks_transported_tractors_trains_freight,True
bale,Can be used as seating at events,934,"May refer to seating arrangements in a theater Used in seating or pricing in stadiums and theaters Used in seating arrangements Refers to classes of seating, services, or products Can be used as seating at events Can be used as seating at events Used for seating at events Can be used for seating at events Can be used for seating Has a straddle seating position Often has a straddle seating position Has a flat surface or seating area May offer outdoor seating Usually allows for dine-in or takeout options Offers seating for customers Sometimes has outdoor seating Sometimes has outdoor seating Offers seating for customers May have outdoor seating May include storage space beneath the seat Designed for seating Designed to be sat at Has different types like bench, stool, chair May have built-in seating May include built-in seating or features Can include built-in seating Features leather seats Features leather seating May have rows of seats or be open space Can contain seating arrangements Sometimes has seating arrangements May have seating arrangements Some have seating for dining May include a seating area May have seating area May provide seating area Has seating areas for spectators Can be a seating area Can contain a seat or bench Can be a seating or standing area Can be a seat zone in a theater or stadium Involves comfortable seating or resting areas Includes comfortable seating or resting areas",seating_arrangements_area_outdoor_seat,True
bale,Sold in farms or feed stores,1974,"Online or in physical stores Sold in supermarkets and farmers' markets Sold by vendors at markets and by street hawkers Sold in farms or feed stores Sold by farmers Sold commercially for farming purposes Often sold in boxes Often auctioned or sold Sold in pharmacies Can be sold in tackle shops Is sold in craft stores Is often purchased in boxes or cases Is sold in boxes or cases Often sold in bags or wrappers Often sold in multipacks Sold in bars or bottles Is sold at restaurants and food trucks Sold in butcheries and supermarkets Sold in butcheries or grocery stores Is sold in butcher shops or grocery stores Is sold in blocks Is often sold in bunches Often purchased at a butcher shop or grocery store Is sold at grocery stores Sold in packets for cultivation Sells grocery items Often categorized by what it sells (e.g., bookstore, grocery store) Is sold in bags or containers Is sold in pet stores, farms, or online Can be purchased at a kiosk or machine Can be purchased at a machine, counter, or online Purchased for wholesale Can be sold in bulk bins in stores Often bought by businesses Purchased or sold in large quantities Can be found in thrift stores Often purchased via online marketplaces, yard sales or auctions Often bought at thrift stores, flea markets, or online marketplaces Has vendors selling goods Has vendors selling goods or crafts",sold_stores_purchased_grocery_online,True
tone,Is a sound characteristic,1640,"Used by humans to describe similar sounds Used to describe any small or faint sound Is a sound characteristic Is a sound characteristic Refers to the quality of a sound Brief sound Often associated with a sound Represents a sound Mimics the sound it represents Represents a sound Represents a sound Represents a sound Can describe sounds, as in soft music Can be a descriptor for sounds (soft music) Can be associated with sounds (soft music) Is contrasted with stereo sound Represents a short burst of sound Consists of sounds Characterized by difficulty in articulating certain sounds Represents a loud noise Associated with noises, music, or sounds Represents a sound Represents a sound Used to describe the sound of drinking Can distinguish between different sounds Used to describe the sound of thunder Used in user interfaces for confirmation sounds Refers to a sound Refers to a sound being made Represents a sound Can represent sound waves Represents a sound Refers to a sound Refers to a sound Represents a sound similar to the English ""b"" Represents the sound /b/ in Ancient Greek Indicates a swift action with a loud sound Refers to a soft, continuous sound Represents a sound Used to describe the sound of spinning objects Represents a sound Represents a sound Used to draw attention to a sound Denotes a specific object close to the speaker",sound_represents_sounds_soft_refers,True
tone,Can be high or low,1794,Can be raised or lowered Can be high or low Can be high or low Can be high or low Can be high or low Can have a high or low cut Can topple if too high Can have a high top or low cut Can have a high top Can be knee-high Can be knee-high May have a high or low top Can be low or high depending on goals Can be high or low Can be high or low,high_low_top_knee_cut,True
tone,Conveys emotion,1669,Conveys emotions Conveys emotion Conveys emotion Conveys emotion Conveys emotions in music Conveys emotion Conveys emotion Conveys mild emotion Conveys mild emotion Conveys mild emotion Conveys emotions Conveys strong emotions Conveys strong emotions Conveys emotion Often conveys a positive emotion Convey ideas and emotions Conveys emotions and ideas Conveys emotions and nuances Conveys emotion Conveys emotions Conveys emotion Conveys feelings Conveys emotions Conveys emotion Conveys negative emotion Conveys negative emotion,conveys_emotion_emotions_mild_ideas,True
tone,Is used in language to convey meaning,531,"Is communicated through language Is used in language to convey meaning Used in language to convey meaning Can be used in language to convey attitudes Can be modulated to express different meanings in spoken language Subject to linguistic evolution Can be combined with existing words to create new meanings Affects the interpretation of written and spoken language Transcends linguistic boundaries Is a linguistic construct Subject to linguistic evolution Is a form of language Is a form of language In linguistics, mono could refer to a monolingual person Has a specific language structure Has a linguistic representation in multiple languages Transcends language barriers In writing, the direction to start for many languages May have meanings or derivations in linguistics Translates between human and machine language Involves a linguistic component Carries semantic meaning Carries a semantic value Can be applied to language (swearing or bad language) Can describe language or behavior Demonstrates a personal aspect in written or spoken language Quantifier in language Concise in language Can influence language and idioms Can be used with various subjects (I, you, he, she, it, we, they) Might involve explicit language Manifested in language Expressed in language Can be expressed through language Can be communicated through language Can be communicated through language Can manifest in language Can be expressed through language",language_linguistic_communicated_meanings_linguistics,True
